latitude,longitude,cmip5_prAdjust_2021_mm_year,cmip5_prAdjust_2022_mm_year,cmip5_prAdjust_2023_mm_year,cmip5_prAdjust_2024_mm_year,cmip5_prAdjust_2025_mm_year,cmip5_prAdjust_2026_mm_year,cmip5_prAdjust_2027_mm_year,cmip5_prAdjust_2028_mm_year,cmip5_prAdjust_2029_mm_year,cmip5_prAdjust_2030_mm_year,cmip5_prAdjust_2031_mm_year,cmip5_prAdjust_2032_mm_year,cmip5_prAdjust_2033_mm_year,cmip5_prAdjust_2034_mm_year,cmip5_prAdjust_2035_mm_year,cmip5_prAdjust_2036_mm_year,cmip5_prAdjust_2037_mm_year,cmip5_prAdjust_2038_mm_year,cmip5_prAdjust_2039_mm_year,cmip5_prAdjust_2040_mm_year,cmip5_prAdjust_2041_mm_year,cmip5_prAdjust_2042_mm_year,cmip5_prAdjust_2043_mm_year,cmip5_prAdjust_2044_mm_year,cmip5_prAdjust_2045_mm_year,cmip5_prAdjust_2046_mm_year,cmip5_prAdjust_2047_mm_year,cmip5_prAdjust_2048_mm_year,cmip5_prAdjust_2049_mm_year,cmip5_prAdjust_2050_mm_year
-31.25,-68.75,218.51,243.84,276.64,345.25,378.78,259.60,527.49,300.98,643.76,225.76,690.99,311.03,167.84,413.54,461.13,435.80,303.47,202.94,337.84,260.27,253.47,525.25,661.51,251.44,218.88,247.33,234.62,198.07,275.86,232.57
-31.25,-66.75,303.65,338.03,546.63,283.54,405.50,342.87,464.41,496.15,542.39,376.21,538.26,399.01,127.05,459.88,510.03,316.68,282.75,286.30,435.82,542.30,345.73,466.28,345.29,407.43,357.51,253.59,307.58,399.29,533.75,261.05
-31.25,-64.75,387.86,457.09,736.98,571.61,575.05,492.25,673.42,829.01,724.22,440.33,582.20,696.28,279.59,754.90,611.34,525.07,414.98,435.99,582.64,715.78,484.00,635.96,497.05,656.42,526.46,421.30,622.70,755.33,842.99,487.65
-31.25,-62.75,673.69,649.46,1154.28,848.34,895.17,789.44,1059.75,1174.28,1081.91,605.03,820.03,1394.12,477.66,1104.10,1030.09,897.71,599.09,689.91,1143.81,1158.96,726.33,855.22,829.81,1149.50,869.49,873.75,1016.66,1250.41,1486.29,943.61
-31.25,-60.75,795.91,683.52,1155.07,965.42,1021.89,831.28,1163.56,959.30,1325.29,645.65,829.46,1596.32,537.62,1196.41,1126.13,1242.31,762.86,742.31,1280.10,1143.36,718.71,882.38,894.12,1391.17,878.67,963.45,1173.52,1349.66,1425.88,1060.04
-31.25,-58.75,1647.08,1662.27,2366.84,2772.95,2951.10,1873.43,3107.43,1955.33,2650.55,1691.90,2159.38,3769.85,1582.77,2921.31,2549.81,3192.67,2257.05,1696.74,2699.53,2994.66,1948.98,2556.53,2448.65,3205.93,1983.78,2455.80,2815.29,3180.86,3252.35,2381.48
-31.25,-56.75,2561.94,2697.95,4345.03,4896.72,5544.31,3483.32,5782.10,3612.17,5012.00,3235.05,3900.25,6839.10,2588.68,4484.95,4415.97,4711.03,3612.85,2805.54,4720.11,5901.58,3640.70,4030.15,4701.24,4604.92,3865.66,4579.59,4300.61,4699.01,5124.51,4472.86
-31.25,-54.75,1932.12,1893.02,3215.85,3348.83,3885.40,2314.55,3724.76,3078.51,3576.20,2133.78,2870.38,4800.53,1709.03,2835.91,3038.37,2975.09,2302.67,1991.95,3412.04,4499.18,2350.33,2523.57,3424.69,2975.59,2965.66,3278.45,2860.14,3277.08,3073.18,3434.45
-31.25,-52.75,2275.95,2396.91,3645.02,3659.04,3848.25,2413.69,3624.59,3532.00,3512.84,2068.67,3066.62,4454.20,1818.33,2953.76,2963.34,3275.44,2413.20,2025.52,3283.18,5014.45,2484.71,2493.01,3991.37,2656.31,3365.88,3477.62,2982.42,3443.01,2815.49,3709.48
-31.25,19.25,300.01,135.53,96.97,127.77,147.06,200.46,268.86,98.48,173.51,259.79,273.83,57.04,307.35,307.71,210.11,158.15,279.71,305.59,329.17,140.79,248.77,214.90,178.02,69.43,155.04,229.22,205.88,132.37,256.34,168.44
-31.25,21.25,147.73,108.89,115.21,90.48,50.17,202.79,131.30,34.16,54.25,153.82,110.47,74.89,284.48,174.28,91.64,56.40,91.24,340.70,179.97,111.36,243.81,122.20,113.82,57.73,74.44,181.35,167.71,114.69,97.90,157.38
-31.25,23.25,224.28,174.66,158.24,140.89,108.25,349.40,269.15,88.18,131.41,200.97,151.51,158.96,226.12,221.02,200.52,136.25,156.40,399.71,289.61,238.58,359.27,138.36,176.59,149.32,165.32,214.54,224.93,184.23,153.37,270.02
-31.25,25.25,389.54,396.01,344.46,305.21,250.79,561.65,474.34,198.67,444.81,235.48,249.81,273.69,302.15,461.00,277.22,309.77,371.82,575.68,546.14,480.31,526.79,291.94,277.75,383.64,369.12,387.06,337.67,374.39,343.80,483.50
-31.25,27.25,1237.09,1489.77,1346.20,1190.42,961.74,1558.84,1262.99,911.49,1764.39,1162.03,857.79,1107.05,1500.09,1333.90,688.00,1153.60,1363.40,1722.45,1762.37,1726.24,1390.30,1289.34,878.38,1503.69,1209.23,1384.50,1129.24,1626.85,1249.00,1523.61
-31.25,29.25,1625.36,1951.40,1935.28,1695.63,1258.98,1801.04,1577.90,1367.38,2200.55,1873.60,1250.69,1621.32,2391.64,1777.26,861.30,1439.22,1929.15,2018.94,2141.57,2150.98,1560.27,1721.38,1193.15,1982.98,1757.32,1859.95,1672.38,2269.70,1554.93,1838.75
-31.25,117.25,263.98,427.21,499.92,234.39,314.31,285.86,318.43,124.64,368.07,286.85,270.23,158.03,288.03,215.99,514.38,291.92,334.36,242.38,245.89,263.00,233.00,283.36,137.35,241.98,387.23,139.86,353.41,167.70,252.61,105.04
-31.25,119.25,247.44,465.48,595.80,247.00,324.66,221.57,378.97,185.76,299.50,414.51,229.43,164.73,211.01,186.12,499.35,258.44,231.12,253.26,206.61,193.47,209.58,248.25,165.59,244.91,327.41,150.52,357.92,197.84,200.29,134.59
-31.25,121.25,251.00,423.60,523.09,245.06,277.73,235.52,347.04,195.94,173.29,400.48,247.24,184.27,173.01,157.01,388.62,210.83,182.97,256.89,204.80,112.27,184.78,211.20,193.18,184.30,212.83,156.74,352.48,200.18,191.08,152.28
-31.25,123.25,313.35,448.32,470.09,161.15,181.01,309.70,290.25,183.25,137.19,440.62,320.36,231.34,127.69,216.45,346.56,193.03,194.31,216.18,171.11,71.34,180.06,225.29,179.58,144.67,138.27,160.83,428.35,244.97,202.82,51.96
-31.25,125.25,335.21,467.14,413.61,100.15,124.23,350.66,219.07,145.18,99.54,440.84,254.34,238.77,101.12,232.36,297.99,209.05,230.23,239.88,131.87,71.46,127.92,231.79,145.48,147.30,95.88,203.93,423.84,273.23,154.79,31.33
-31.25,127.25,364.34,380.32,406.62,79.33,105.66,290.04,141.61,119.17,104.20,487.00,215.81,246.04,93.72,236.26,299.69,183.83,222.69,264.43,103.25,113.12,112.54,252.77,134.96,192.64,84.85,260.19,410.46,201.81,109.39,36.45
-31.25,129.25,367.18,400.91,481.87,91.88,113.12,331.23,148.30,135.13,127.34,595.05,240.52,271.00,104.35,244.81,350.08,177.31,211.95,330.13,109.30,155.48,125.13,285.46,131.34,236.15,88.38,297.76,350.43,209.09,114.11,69.84
-31.25,131.25,333.76,405.12,501.01,120.27,138.73,311.89,186.17,177.19,183.07,637.89,218.89,277.06,141.76,259.19,393.93,195.92,146.22,327.60,129.90,144.36,149.71,328.94,148.05,293.26,96.81,277.22,303.00,274.21,161.93,123.40
-31.25,133.25,313.34,325.69,504.08,119.03,131.88,266.03,176.15,159.68,184.34,709.43,196.34,252.93,129.18,269.94,365.91,197.06,148.45,224.80,149.04,112.96,143.91,349.42,149.59,210.15,92.10,209.97,238.56,228.53,118.80,131.53
-31.25,135.25,215.10,238.86,457.29,113.38,118.93,280.22,157.27,159.71,157.26,690.20,176.56,196.10,108.35,261.01,341.79,168.22,101.96,163.21,162.63,114.98,135.73,359.05,112.63,126.48,81.86,178.35,185.39,164.15,108.12,142.16
-31.25,137.25,242.14,235.50,390.52,138.07,136.36,290.96,163.53,256.54,203.07,683.80,152.72,189.33,177.15,293.52,297.77,160.12,93.56,183.72,210.27,142.01,167.10,423.96,104.94,99.18,116.94,185.62,230.38,133.72,135.45,263.04
-31.25,139.25,309.59,306.42,386.73,139.87,187.46,382.24,192.93,370.20,320.27,809.20,161.07,218.12,342.81,378.43,266.68,155.74,70.68,260.59,339.87,168.29,235.51,565.18,119.46,119.69,151.22,252.85,352.32,165.31,157.14,371.47
-31.25,141.25,319.99,323.09,490.13,84.52,198.48,438.50,171.23,395.18,422.70,702.48,154.33,246.36,461.29,461.93,222.23,144.49,47.94,296.49,393.01,91.07,211.09,458.94,165.98,100.31,172.21,346.83,371.75,177.00,121.48,286.40
-31.25,143.25,339.10,313.07,478.51,67.75,231.30,455.10,210.18,437.19,471.21,593.46,242.23,263.72,404.20,394.43,182.34,145.19,64.35,259.34,402.22,87.16,239.22,456.90,180.82,103.71,243.97,388.94,373.20,153.69,118.31,251.91
-31.25,145.25,514.84,369.40,677.05,102.14,372.27,476.41,423.05,486.09,527.58,729.28,409.00,388.78,523.08,435.30,338.95,286.19,165.58,392.11,495.54,171.53,393.83,588.63,346.31,233.11,419.20,411.36,470.37,197.36,196.32,312.96
-31.25,147.25,711.88,383.22,770.67,131.14,476.35,414.50,601.99,589.61,540.62,734.62,554.79,480.83,677.85,535.76,501.67,408.40,272.77,505.39,474.17,249.31,453.66,615.45,456.72,342.33,479.94,337.65,528.25,248.59,213.74,339.74
-31.25,149.25,1208.89,532.22,987.43,274.65,811.84,663.00,755.79,961.99,707.36,907.19,897.80,716.99,1212.40,1022.85,804.23,820.00,580.68,830.14,569.63,452.67,650.98,859.31,726.29,540.85,718.10,623.86,547.72,460.23,373.82,598.86
-31.25,151.25,1093.02,562.73,1037.67,424.79,774.11,916.01,607.47,984.59,717.58,851.50,864.92,673.07,1288.77,1197.92,760.22,848.52,677.07,948.69,567.49,534.22,691.70,997.07,779.05,592.74,779.13,751.37,498.82,520.93,516.13,744.56
-31.25,153.25,1665.33,1065.33,1505.45,723.78,1252.18,1488.96,805.92,1421.51,1124.93,1343.28,1236.38,1140.00,1860.35,2007.04,1188.69,1123.19,994.22,1635.54,908.25,757.49,887.33,1409.71,1255.83,1097.98,1414.18,1063.81,898.63,960.53,994.06,1122.97
-29.25,-70.75,39.38,51.05,86.64,28.61,226.42,82.91,232.77,67.93,195.80,60.53,248.38,19.73,37.31,60.51,165.22,39.03,29.19,26.24,48.46,48.97,39.95,47.39,229.05,30.36,97.20,59.97,33.47,19.91,10.81,38.30
-29.25,-68.75,275.65,428.26,177.15,249.86,492.39,471.45,577.80,220.56,606.37,313.31,943.06,189.93,300.58,330.72,742.38,348.34,248.74,234.97,296.77,380.39,250.82,524.08,457.89,325.08,190.10,369.55,274.78,150.71,74.94,276.59
-29.25,-66.75,263.43,440.44,508.65,191.20,482.45,373.24,356.73,384.39,618.94,339.55,473.01,341.65,207.57,450.84,511.79,282.57,196.26,331.33,352.01,473.90,262.17,436.80,430.71,372.05,269.93,377.31,291.65,342.36,537.74,413.04
-29.25,-64.75,343.26,372.77,801.86,439.52,634.40,549.68,614.90,708.42,795.29,452.16,522.23,883.66,270.41,785.36,758.14,559.53,325.97,468.67,505.99,781.45,545.40,559.10,732.74,536.26,590.87,586.22,602.73,596.74,885.05,728.81
-29.25,-62.75,474.59,471.52,981.59,726.28,789.56,760.23,928.44,938.63,925.39,413.75,758.01,1275.85,360.28,942.12,859.57,919.05,483.59,694.64,736.39,1158.30,671.12,711.60,993.56,776.73,907.14,718.56,876.33,794.62,1219.45,1055.83
-29.25,-60.75,628.75,552.36,1068.65,1059.30,1014.19,1020.45,1432.07,1055.15,1184.38,524.48,1179.92,1453.67,571.28,992.48,1099.58,1340.87,815.94,786.00,997.15,1318.47,639.14,888.71,1103.53,1149.53,1031.91,918.76,1055.99,1059.65,1379.23,1353.23
-29.25,-58.75,788.80,546.53,1101.52,1375.52,1469.32,1200.20,1688.98,1208.91,1510.65,793.36,1300.56,1490.40,816.76,1095.22,1235.08,1281.15,1165.79,714.40,1096.10,1526.75,912.67,983.16,1264.17,1367.13,1188.04,1117.85,1093.94,1246.27,1596.94,1447.23
-29.25,-56.75,2847.53,2372.74,4083.22,4942.45,5375.80,4439.80,6223.04,4899.90,5348.92,2877.80,4299.52,5459.15,2523.07,3696.71,4529.84,3790.51,3984.85,2676.29,3634.34,5386.22,3267.72,3550.03,5263.94,3439.14,4643.90,4472.51,3620.86,4332.99,4573.61,5239.59
-29.25,-54.75,2541.26,2166.53,3685.09,4549.29,4138.77,3370.74,4659.66,4248.01,4171.24,2396.70,3537.73,4279.27,2207.46,3415.25,3749.72,3195.81,3687.53,2414.65,2944.83,4614.20,3086.75,2833.15,4484.73,2620.96,3785.70,3800.45,3375.82,3805.29,3092.63,4101.76
-29.25,-52.75,1322.26,1053.20,1808.04,2307.69,1776.52,1491.66,2012.33,2169.42,1758.45,1088.73,1597.57,1934.24,1091.06,1660.08,1613.89,1685.79,1700.84,1117.15,1473.85,2221.49,1644.06,1324.65,2148.45,1190.26,1658.56,1698.06,1736.10,1757.71,1453.37,1894.51
-29.25,-50.75,1535.50,1236.99,1684.10,2287.32,1795.65,1626.17,1938.83,2286.60,1625.61,1126.91,1536.63,1960.19,1261.53,1628.44,1598.84,1918.03,1691.51,1215.91,1640.26,2350.67,1791.90,1426.71,2139.22,1148.50,1658.88,1558.75,1973.09,1705.95,1505.68,1918.36
-29.25,17.25,343.60,200.32,90.55,133.29,194.69,252.61,236.98,42.32,94.03,365.90,298.76,18.88,301.10,361.34,151.54,170.95,289.63,343.94,355.29,263.99,465.24,208.50,173.69,34.66,105.08,220.11,263.42,103.62,314.66,170.76
-29.25,19.25,301.40,260.84,198.60,135.06,84.98,471.93,226.25,26.31,111.63,381.86,247.56,29.25,494.57,567.83,121.97,219.00,120.20,546.42,298.15,185.92,529.38,329.50,101.47,65.00,84.48,371.05,246.14,116.75,246.22,380.79
-29.25,21.25,454.84,343.46,267.99,286.28,81.65,513.75,259.48,65.60,99.33,412.08,269.07,135.47,370.00,359.99,165.17,324.28,89.97,485.98,352.72,248.70,439.94,164.94,103.95,107.75,113.37,276.44,376.08,258.49,152.00,345.60
-29.25,23.25,348.35,239.29,235.25,267.91,152.73,458.76,246.82,97.11,221.40,357.89,341.99,221.13,271.68,417.08,191.06,313.44,122.81,389.87,295.65,363.15,434.31,161.51,163.50,254.11,212.69,330.20,338.03,321.70,195.45,298.23
-29.25,25.25,524.07,379.78,383.24,422.30,272.52,602.03,333.11,150.85,467.85,484.72,497.29,363.75,405.72,549.03,319.71,430.29,300.53,401.82,473.00,607.04,388.59,298.58,226.99,450.15,393.38,557.20,403.72,670.92,351.67,469.09
-29.25,27.25,1700.84,1240.47,1202.27,1338.82,786.96,1620.29,994.38,707.48,1627.08,1734.39,1568.11,1148.96,1707.03,1395.97,1016.62,1534.37,1454.20,1413.78,1493.40,1816.90,1162.78,979.49,814.01,1491.56,1462.76,1433.51,1174.84,2309.63,1216.26,1331.07
-29.25,29.25,2033.21,1929.13,1843.11,1816.83,1160.70,1751.61,1404.29,1240.69,1897.07,2207.62,1834.40,1734.52,2483.12,1645.63,1387.77,1652.07,1882.27,1991.08,1751.94,2101.84,1545.03,1470.99,1104.27,2116.97,1853.45,1787.84,1609.22,2521.05,1537.92,1635.89
-29.25,31.25,931.06,1146.14,1018.50,884.96,666.47,838.97,760.98,753.76,1036.81,1278.21,989.64,1077.57,1373.92,828.12,689.34,865.96,1006.90,1199.96,985.82,1140.46,763.18,788.62,511.20,1305.18,910.57,933.58,928.48,1363.96,828.63,734.80
-29.25,117.25,175.25,346.05,426.23,168.18,270.97,205.92,313.89,111.26,226.63,397.19,175.53,168.94,187.20,129.74,343.17,234.77,200.39,261.20,155.94,140.12,175.67,224.64,116.51,204.27,309.37,93.44,224.06,210.71,203.84,86.39
-29.25,119.25,167.11,306.28,376.60,173.58,235.38,229.23,295.31,147.85,175.14,476.07,216.26,182.11,145.91,124.89,341.07,139.39,148.85,234.43,101.30,53.95,187.64,164.12,102.58,184.04,200.51,89.73,222.46,254.77,174.71,111.33
-29.25,121.25,230.10,261.84,391.96,187.75,67.69,282.52,223.50,183.80,150.90,483.34,378.32,245.07,104.17,129.83,368.56,74.22,169.43,263.72,75.40,48.54,188.70,170.31,125.05,147.85,125.10,81.92,297.81,248.00,161.02,74.20
-29.25,123.25,320.01,286.02,367.37,133.87,45.40,297.61,136.94,182.50,146.54,518.49,399.77,252.72,84.78,119.23,383.86,96.97,208.63,227.18,42.51,106.90,97.43,177.92,129.29,171.96,87.24,71.41,371.55,202.03,138.51,32.81
-29.25,125.25,303.71,295.60,297.29,65.73,48.97,282.92,105.81,180.88,133.92,535.55,313.29,227.77,81.71,131.50,426.02,101.19,169.72,244.32,38.75,154.35,71.33,170.18,112.58,188.11,67.58,96.02,328.02,158.76,116.20,42.72
-29.25,127.25,334.08,339.69,339.30,36.45,64.91,263.15,106.67,171.18,135.26,655.58,234.11,196.67,82.97,157.23,438.77,90.26,128.38,229.01,39.65,207.24,69.31,170.48,118.38,171.08,64.57,156.60,315.69,151.26,129.36,60.16
-29.25,129.25,276.46,329.15,390.56,55.56,76.89,263.33,143.61,171.79,148.52,688.64,164.93,197.42,88.88,167.65,478.05,78.06,110.37,248.36,43.93,176.67,81.76,225.74,124.13,152.05,69.03,195.20,272.81,185.23,134.84,71.73
-29.25,131.25,235.21,285.55,493.63,92.88,79.91,229.71,255.45,199.11,161.08,834.94,151.36,164.49,101.12,211.31,557.55,44.19,98.72,217.35,55.36,212.75,123.09,306.67,118.49,134.62,81.35,203.30,189.70,208.99,139.40,118.89
-29.25,133.25,175.02,265.27,486.82,122.30,87.77,177.03,217.71,221.82,158.97,875.46,89.07,182.79,89.28,248.53,399.84,108.94,90.33,187.67,82.64,246.89,140.87,357.22,109.22,123.18,73.07,163.65,106.06,215.82,140.59,107.26
-29.25,135.25,180.89,242.78,382.66,80.18,109.43,119.69,135.93,269.30,171.66,821.26,82.37,141.11,202.96,277.66,269.24,123.43,54.17,199.88,152.91,234.75,148.79,348.93,90.19,94.40,103.70,157.24,125.38,165.87,138.66,181.59
-29.25,137.25,223.22,279.52,310.59,61.90,160.61,168.92,101.45,329.16,252.30,776.04,97.73,116.06,346.63,321.67,236.47,112.36,37.57,257.64,222.20,233.79,179.31,291.26,76.40,88.56,154.93,184.56,237.67,130.82,138.16,291.13
-29.25,139.25,280.65,263.30,327.54,69.63,191.92,361.88,140.93,353.92,361.16,740.95,103.10,160.56,521.24,446.59,179.33,109.37,41.22,290.17,291.72,139.01,140.13,273.07,84.72,119.48,186.91,262.89,366.83,127.23,121.00,314.53
-29.25,141.25,306.80,292.91,390.87,122.11,155.96,441.53,241.38,273.12,458.89,714.85,111.67,179.85,588.72,469.69,96.16,68.53,63.55,261.53,296.96,95.32,133.12,277.66,94.12,160.57,180.90,348.49,315.16,137.10,109.72,157.53
-29.25,143.25,393.10,319.20,476.28,210.96,208.12,332.87,266.74,284.77,516.46,823.33,145.94,216.16,528.44,565.23,113.72,120.75,120.82,309.70,319.41,176.85,266.75,319.81,138.92,275.67,225.40,430.83,303.88,159.70,130.91,259.52
-29.25,145.25,553.41,422.18,696.02,260.31,365.53,299.04,536.35,416.04,611.54,999.22,202.42,294.16,661.24,595.74,323.11,297.02,260.25,442.70,395.04,312.91,461.30,400.58,245.73,479.79,395.06,567.04,473.33,266.27,229.52,342.60
-29.25,147.25,634.76,432.92,693.08,229.60,477.50,341.73,557.76,551.42,496.72,843.23,318.69,332.63,888.40,690.53,437.28,536.87,349.52,528.98,354.80,335.70,416.43,460.59,328.80,480.80,431.95,475.75,378.02,282.24,242.36,381.69
-29.25,149.25,799.17,567.09,759.19,327.46,619.20,514.13,533.12,686.03,666.18,844.71,579.42,398.16,1305.93,1027.51,667.03,708.85,492.73,763.38,376.09,432.12,451.97,646.21,467.32,453.21,449.25,521.27,295.26,385.37,296.08,386.34
-29.25,151.25,960.25,625.37,851.85,556.90,751.13,821.62,566.24,925.27,944.82,965.13,819.01,535.85,1464.49,1429.21,822.48,812.13,626.72,999.80,475.02,582.53,685.98,847.97,710.59,606.41,647.23,541.72,363.01,600.99,427.32,688.18
-29.25,153.25,1686.93,962.96,1233.11,827.88,1142.89,1422.83,861.61,1378.28,1307.40,1359.55,1247.27,1007.76,1948.27,2176.78,1294.38,1285.86,1159.28,1566.36,688.29,988.45,1105.55,1393.26,1224.89,907.21,1232.32,779.54,706.69,1065.30,876.78,975.12
-27.25,-68.75,495.97,528.69,300.39,302.61,698.65,481.22,453.52,445.17,793.86,524.13,1176.28,201.30,439.10,503.80,572.04,510.57,268.46,348.73,417.02,378.95,240.72,433.10,693.82,401.22,479.80,331.22,276.50,490.55,296.75,455.32
-27.25,-66.75,357.05,663.36,538.01,308.72,589.80,575.53,386.85,539.67,690.32,409.91,616.72,400.16,432.30,718.51,659.95,318.67,279.78,374.17,483.35,538.13,334.31,499.32,620.87,678.68,517.59,522.99,568.29,579.11,861.27,623.18
-27.25,-64.75,452.94,662.70,865.72,722.35,890.53,793.72,831.52,985.51,756.71,469.73,902.40,1131.01,610.13,1036.90,946.89,724.02,538.66,615.85,722.56,1100.00,652.24,754.70,995.74,970.36,927.25,794.61,843.47,813.63,1603.42,1029.92
-27.25,-62.75,415.73,545.33,717.48,710.76,753.75,654.76,900.48,905.89,601.18,396.51,886.26,1080.56,471.39,759.11,759.20,794.65,557.42,594.65,605.35,943.85,612.58,646.21,887.21,840.66,906.99,641.22,757.78,600.71,1184.30,1028.50
-27.25,-60.75,588.91,496.34,989.95,895.76,1016.62,1032.62,1384.88,1132.38,950.83,513.21,1045.13,1128.29,637.62,866.03,1057.57,1027.02,795.07,635.65,798.46,881.08,659.87,676.75,1192.77,1095.20,1159.94,851.31,950.73,799.44,1158.42,1326.60
-27.25,-58.75,1528.30,1534.77,2608.30,2338.97,2819.69,3553.63,3859.80,3242.21,2813.16,1652.98,2124.63,3377.25,2134.16,2617.18,2713.84,2429.60,2469.90,1881.32,2225.18,2368.71,2262.50,1786.86,3307.69,3232.46,2963.79,2729.98,2330.71,2351.87,2650.59,3460.73
-27.25,-56.75,1821.23,1715.46,2930.38,2656.26,2964.49,3168.94,4399.84,3491.86,2740.71,1786.44,2378.13,3445.46,2194.09,2570.44,2690.09,2385.26,2940.51,1953.88,2280.28,2199.76,2802.58,1921.14,3464.08,2763.00,3262.48,2813.53,2635.36,2370.38,2309.21,3317.69
-27.25,-54.75,3127.59,2581.17,5146.13,4882.03,4774.53,4467.76,7226.22,6070.19,4595.45,3028.63,4279.69,5076.61,3705.46,4221.87,4485.82,3993.62,5208.54,3454.48,3656.27,3753.88,5541.21,3438.75,5414.46,4333.58,5235.19,4309.43,4817.47,3906.38,4461.28,5253.93
-27.25,-52.75,2416.65,1893.10,3675.68,3425.19,3239.54,3024.54,4643.42,4246.75,3260.00,2259.71,3153.78,3220.62,2728.33,2994.87,3162.05,2812.94,3678.57,2722.81,2710.85,3207.90,4297.35,2529.56,3876.17,2955.24,3409.15,2851.58,3833.12,2769.93,3168.03,3476.72
-27.25,-50.75,1288.15,1020.76,1650.50,1468.06,1534.84,1619.54,1794.13,2041.84,1516.02,1133.88,1385.41,1307.54,1226.23,1411.46,1495.49,1164.30,1596.68,1412.23,1342.15,1580.01,1703.84,1254.41,1701.97,1199.18,1513.19,1167.24,1918.83,1294.05,1409.50,1513.66
-27.25,-48.75,1509.92,1134.75,1701.80,1636.14,1703.41,1553.88,1629.62,1976.33,1544.82,1350.02,1497.28,1427.43,1277.26,1432.93,1387.82,1323.22,1518.43,1581.49,1651.50,1629.05,1410.37,1388.01,1719.82,1258.04,1704.01,1330.77,2018.18,1427.62,1395.10,1535.90
-27.25,17.25,204.52,95.91,51.56,46.29,20.77,201.02,183.36,18.77,87.82,218.13,195.00,26.75,355.77,303.25,88.49,80.66,42.51,243.18,220.34,170.86,429.80,110.12,80.34,16.94,40.12,154.11,166.72,89.79,207.62,196.09
-27.25,19.25,436.99,418.32,163.95,149.84,100.74,412.25,242.90,102.74,172.19,350.33,337.93,157.96,496.84,501.97,167.05,299.23,64.49,534.66,294.79,289.81,578.26,172.41,84.65,69.46,158.08,318.98,419.76,381.61,229.94,408.33
-27.25,21.25,756.75,638.83,431.30,704.11,277.36,619.93,484.90,98.69,355.49,526.98,673.57,451.60,515.47,960.69,439.41,600.67,244.54,693.16,442.63,555.11,533.04,350.28,201.74,347.28,421.58,838.96,711.79,733.88,592.48,528.56
-27.25,23.25,889.31,856.98,673.26,687.29,346.52,813.54,528.16,156.99,715.90,934.70,653.20,668.73,510.41,1015.59,427.73,705.81,406.04,795.92,802.96,925.52,541.28,627.68,352.88,802.06,592.60,810.08,889.47,1292.77,627.62,625.20
-27.25,25.25,630.99,512.54,583.73,472.92,267.21,562.90,307.48,180.43,536.85,698.40,449.39,510.66,485.75,466.16,366.97,617.27,537.22,464.74,519.20,611.08,349.49,358.10,304.18,651.71,441.30,486.97,430.11,798.30,432.37,488.97
-27.25,27.25,745.64,657.59,842.14,571.11,384.80,659.47,409.51,439.18,747.40,798.97,650.42,671.49,823.51,539.35,512.28,661.93,778.22,717.04,567.67,698.37,469.02,436.26,454.83,858.27,587.31,653.03,489.99,1056.26,624.77,591.95
-27.25,29.25,746.42,729.15,943.21,562.92,490.00,581.71,500.89,531.24,777.65,726.57,687.07,704.32,987.95,590.12,496.58,575.21,754.42,859.55,519.91,764.47,536.92,488.43,465.01,940.56,645.38,705.26,670.90,1064.51,700.40,544.60
-27.25,31.25,2237.97,2769.74,3357.50,2014.05,2155.57,1961.57,2229.05,2080.71,2748.29,2681.52,2725.54,1915.07,3373.87,2083.48,1547.53,1850.74,2767.77,3202.20,1884.07,2784.92,1499.57,1955.75,1541.59,3446.01,2818.51,2906.19,2480.85,3785.97,2677.10,1482.34
-27.25,115.25,143.25,345.00,394.68,141.75,237.96,244.60,271.62,60.06,174.91,552.56,160.12,204.75,240.41,115.75,284.39,340.37,167.18,341.80,117.97,143.44,378.11,189.59,99.94,188.08,337.46,53.66,228.61,175.75,200.01,86.90
-27.25,117.25,144.92,247.55,400.17,131.26,266.46,309.42,256.31,94.84,151.87,689.58,257.78,258.11,198.81,102.75,307.34,243.38,116.47,387.34,47.45,136.40,419.98,192.43,120.68,244.09,240.54,57.58,187.88,337.25,231.33,116.10
-27.25,119.25,178.94,183.30,379.65,117.78,138.42,321.49,156.24,177.92,170.40,648.58,385.79,254.88,141.02,90.45,435.45,83.84,125.86,342.51,29.14,49.98,311.57,138.93,181.36,221.05,147.36,79.14,167.88,292.99,252.18,91.75
-27.25,121.25,205.48,268.11,393.64,94.09,106.64,321.39,87.27,196.57,177.81,592.43,503.95,210.26,107.50,66.25,619.52,38.84,148.87,260.80,26.75,67.57,172.80,120.67,171.99,211.10,108.05,63.17,241.88,274.03,252.43,83.89
