latitude,longitude
-3.004166666666663,-51
-3.004166666666663,-49
-3.004166666666663,-47
-3.004166666666663,13
-3.004166666666663,15
-3.004166666666663,17
-3.004166666666663,19
-3.004166666666663,21
-3.004166666666663,23
-3.004166666666663,25
-3.004166666666663,27
-3.004166666666663,29
-3.004166666666663,31
-3.004166666666663,33
-3.004166666666663,35
-3.004166666666663,37
-1.001388888888883,-77
-1.001388888888883,-75
-1.001388888888883,-73
-1.001388888888883,-71
-1.001388888888883,-69
-1.001388888888883,-67
-1.001388888888883,-65
-1.001388888888883,-63
-1.001388888888883,-61
-1.001388888888883,-59
-1.001388888888883,-57
-1.001388888888883,-55
-1.001388888888883,-53
-1.001388888888883,11
-1.001388888888883,13
-1.001388888888883,15
-1.001388888888883,17
-1.001388888888883,19
-1.001388888888883,21
-1.001388888888883,23
-1.001388888888883,25
-1.001388888888883,27
-1.001388888888883,29
-1.001388888888883,31
-1.001388888888883,35
-1.001388888888883,37
-1.001388888888883,39
-1.001388888888883,113
-1.001388888888883,115
1.001388888888883,-77
1.001388888888883,-75
1.001388888888883,-73
1.001388888888883,-71
1.001388888888883,-69
1.001388888888883,-67
1.001388888888883,-65
1.001388888888883,-63
1.001388888888883,-61
1.001388888888883,-59
1.001388888888883,-57
1.001388888888883,-55
1.001388888888883,-53
1.001388888888883,11
1.001388888888883,13
1.001388888888883,15
1.001388888888883,17
1.001388888888883,19
1.001388888888883,21
1.001388888888883,23
1.001388888888883,25
1.001388888888883,27
1.001388888888883,29
1.001388888888883,31
1.001388888888883,33
1.001388888888883,35
1.001388888888883,37
1.001388888888883,39
1.001388888888883,41
1.001388888888883,113
1.001388888888883,115
3.004166666666663,-75
3.004166666666663,-73
3.004166666666663,-71
3.004166666666663,-69
3.004166666666663,-67
3.004166666666663,-65
3.004166666666663,-63
3.004166666666663,-61
3.004166666666663,-59
3.004166666666663,-57
3.004166666666663,-55
3.004166666666663,-53
3.004166666666663,13
3.004166666666663,15
3.004166666666663,17
3.004166666666663,19
3.004166666666663,21
3.004166666666663,23
3.004166666666663,25
3.004166666666663,27
3.004166666666663,29
3.004166666666663,31
3.004166666666663,33
3.004166666666663,35
3.004166666666663,37
3.004166666666663,39
3.004166666666663,41
3.004166666666663,43
3.004166666666663,115
5.006944444444443,-75
5.006944444444443,-73
5.006944444444443,-71
