latitude,longitude,era5_t2m_2015_C,era5_t2m_2016_C,era5_t2m_2017_C,era5_t2m_2018_C,era5_t2m_2019_C,era5_t2m_2020_C,era5_t2m_2021_C,era5_t2m_2022_C,era5_t2m_2023_C,era5_t2m_2024_C
-13.0181,35,21.4300,21.4214,21.2315,20.9436,21.3536,21.3671,21.0529,20.8659,21.5815,21.6204
-13.0181,35,21.4300,21.4214,21.2315,20.9436,21.3536,21.3671,21.0529,20.8659,21.5815,21.6204
-13.0181,37,24.5939,24.5392,24.6342,24.2863,24.5383,24.9901,24.3277,24.0982,24.6353,25.1131
-13.0181,39,24.2575,24.2661,24.4658,24.0470,24.2593,24.8675,24.4123,24.1091,24.6911,24.8362
-13.0181,49,26.7660,26.4911,26.8797,26.4490,27.0143,26.6412,26.5240,25.9958,26.9740,27.0525
-13.0181,131,27.1942,27.9429,27.3175,27.2502,27.2552,27.5489,27.4643,27.2253,27.3047,27.6030
-13.0181,133,26.4624,27.6142,26.8350,26.7382,26.7846,27.2606,27.0295,27.1178,26.7167,27.0647
-13.0181,135,27.0512,28.3277,27.3206,27.2704,27.0208,27.4747,27.5569,27.6961,27.1782,27.6143
-13.0181,143,24.9884,25.9886,25.4012,25.1969,25.0452,25.5669,25.7383,25.6829,25.3009,25.7841
-11.0153,-77,13.1477,12.7562,12.3466,11.8096,12.4418,12.4630,12.1866,12.1298,13.1663,13.2180
-11.0153,-75,18.9528,18.8967,18.6788,18.2977,18.7619,19.0104,18.6764,18.5392,19.4198,19.7044
-11.0153,-73,24.9660,25.0102,24.6973,24.3454,24.8072,25.4196,24.9322,24.8100,25.7608,26.4579
-11.0153,-73,24.9660,25.0102,24.6973,24.3454,24.8072,25.4196,24.9322,24.8100,25.7608,26.4579
-11.0153,-71,24.8918,24.8469,24.5978,24.0921,24.6635,25.1113,24.8766,24.7667,25.5855,26.2184
-11.0153,-71,24.8918,24.8469,24.5978,24.0921,24.6635,25.1113,24.8766,24.7667,25.5855,26.2184
-11.0153,-69,25.8175,25.7088,25.4609,24.9564,25.3921,25.6622,25.3898,25.3612,26.2865,26.3360
-11.0153,-69,25.8175,25.7088,25.4609,24.9564,25.3921,25.6622,25.3898,25.3612,26.2865,26.3360
-11.0153,-69,25.8175,25.7088,25.4609,24.9564,25.3921,25.6622,25.3898,25.3612,26.2865,26.3360
-11.0153,-67,26.1509,25.9239,25.8093,25.3584,25.8359,25.9877,25.4443,25.7374,26.6395,26.5971
-11.0153,-67,26.1509,25.9239,25.8093,25.3584,25.8359,25.9877,25.4443,25.7374,26.6395,26.5971
-11.0153,-65,26.2101,25.9309,25.8732,25.4816,26.0308,26.2128,25.7064,25.8178,26.7218,26.8732
-11.0153,-65,26.2101,25.9309,25.8732,25.4816,26.0308,26.2128,25.7064,25.8178,26.7218,26.8732
-11.0153,-63,25.5838,25.4657,25.3190,24.9576,25.4178,25.6704,25.2290,25.2138,25.9749,26.1890
-11.0153,-61,26.3783,25.9450,25.8112,25.3571,26.0279,26.2402,25.8304,25.6774,26.4087,26.6743
-11.0153,-59,25.9555,25.5317,25.3722,24.8916,25.4987,25.6250,25.2461,25.2431,25.5286,25.8529
-11.0153,-57,26.5536,26.3908,26.2319,25.6446,26.2024,26.2360,25.8631,26.2098,26.3668,26.4440
-11.0153,-55,25.7969,25.9561,25.7230,25.1860,25.5972,25.4989,25.2285,25.6737,26.0631,26.1425
-11.0153,-53,26.0463,26.3601,25.9826,25.6234,25.9576,25.5730,25.2075,25.6470,26.1555,26.2226
-11.0153,-51,27.8695,28.2536,27.9360,27.3584,27.8074,27.0526,26.5357,26.8081,27.3652,27.4212
-11.0153,-49,27.4876,28.0541,27.6340,27.0147,27.4077,26.7143,26.2428,26.3025,26.8318,26.8973
-11.0153,-47,26.6330,27.2605,26.5850,26.1452,26.5388,25.9146,25.5697,25.4086,26.1319,26.3555
-11.0153,-45,26.9307,27.0998,26.5621,26.3204,27.0480,25.6075,25.8695,25.3931,26.5163,26.3194
-11.0153,-43,28.4915,28.0318,28.0800,27.7342,28.6192,26.9900,27.4152,27.1093,28.7035,28.3728
-11.0153,-41,24.4808,24.1871,23.9721,23.8753,24.7656,23.8959,23.7823,23.6164,24.8180,24.5050
-11.0153,-39,26.3571,26.3405,25.8286,26.3219,26.6226,25.7085,25.7204,25.3715,26.2435,26.5398
-11.0153,15,20.3774,20.5405,20.4497,20.3203,20.5605,20.2586,20.2993,19.9638,20.7063,20.7777
-11.0153,17,22.3867,22.5952,22.6286,22.3589,22.6100,22.4250,22.5615,22.0953,22.4657,22.5800
-11.0153,19,21.7377,21.9218,21.8448,21.8710,22.1377,21.7866,21.5945,21.3762,21.9637,21.9430
-11.0153,21,22.4159,22.7837,22.4598,22.6379,23.0161,22.4705,22.0263,22.1325,22.7908,22.6348
-11.0153,23,22.4829,22.7575,22.5482,22.4644,22.7762,22.3321,22.2251,22.1620,22.7780,22.9722
-11.0153,23,22.4829,22.7575,22.5482,22.4644,22.7762,22.3321,22.2251,22.1620,22.7780,22.9722
-11.0153,23,22.4829,22.7575,22.5482,22.4644,22.7762,22.3321,22.2251,22.1620,22.7780,22.9722
-11.0153,25,21.5499,21.8328,21.5522,21.4339,21.6283,21.3897,21.2248,21.2137,21.7294,21.9825
-11.0153,25,21.5499,21.8328,21.5522,21.4339,21.6283,21.3897,21.2248,21.2137,21.7294,21.9825
-11.0153,25,21.5499,21.8328,21.5522,21.4339,21.6283,21.3897,21.2248,21.2137,21.7294,21.9825
-11.0153,27,22.4525,22.7717,22.2788,22.2792,22.6439,22.3829,22.3913,22.2359,22.7230,22.8499
-11.0153,27,22.4525,22.7717,22.2788,22.2792,22.6439,22.3829,22.3913,22.2359,22.7230,22.8499
-11.0153,29,21.5720,21.7582,21.4342,21.4513,21.8050,21.5555,21.6329,21.2988,21.9047,21.5639
-11.0153,29,21.5720,21.7582,21.4342,21.4513,21.8050,21.5555,21.6329,21.2988,21.9047,21.5639
-11.0153,31,22.3241,22.3129,22.1686,22.1933,22.5062,22.2232,22.3472,21.9743,22.6812,21.8164
-11.0153,33,25.0206,24.7103,24.7386,24.4820,25.1004,24.4293,24.7325,24.1922,24.8405,24.2276
-11.0153,33,25.0206,24.7103,24.7386,24.4820,25.1004,24.4293,24.7325,24.1922,24.8405,24.2276
-11.0153,35,20.1935,20.1105,19.9381,19.8435,20.1995,20.1978,19.9728,19.6492,20.4168,20.2949
-11.0153,35,20.1935,20.1105,19.9381,19.8435,20.1995,20.1978,19.9728,19.6492,20.4168,20.2949
-11.0153,35,20.1935,20.1105,19.9381,19.8435,20.1995,20.1978,19.9728,19.6492,20.4168,20.2949
-11.0153,37,23.2348,23.1320,23.1183,22.7761,23.1321,23.5630,22.8465,22.6134,23.3459,23.3351
-11.0153,37,23.2348,23.1320,23.1183,22.7761,23.1321,23.5630,22.8465,22.6134,23.3459,23.3351
-11.0153,39,25.9935,25.6951,26.0787,25.5434,25.9910,26.2272,25.7850,25.6528,26.4753,25.7627
-11.0153,39,25.9935,25.6951,26.0787,25.5434,25.9910,26.2272,25.7850,25.6528,26.4753,25.7627
-9.0125,-77,9.6589,9.7587,9.4435,9.0232,9.3482,9.6500,9.2534,9.3311,10.0113,10.0588
-9.0125,-75,26.2075,26.3058,25.9472,25.5992,25.9662,26.4353,26.1738,26.0012,26.9510,27.1856
-9.0125,-73,25.6137,25.8008,25.4402,25.0611,25.5005,25.8884,25.6928,25.2816,26.1457,26.4830
-9.0125,-73,25.6137,25.8008,25.4402,25.0611,25.5005,25.8884,25.6928,25.2816,26.1457,26.4830
-9.0125,-71,25.6256,25.7584,25.3926,24.9754,25.3823,25.5807,25.3149,25.2667,25.9508,26.2268
-9.0125,-71,25.6256,25.7584,25.3926,24.9754,25.3823,25.5807,25.3149,25.2667,25.9508,26.2268
-9.0125,-69,26.0441,26.0508,25.6548,25.3256,25.7046,25.7247,25.4152,25.4469,26.1668,26.3665
-9.0125,-67,26.0970,26.0961,25.7697,25.5256,25.9046,25.8730,25.6176,25.6134,26.4951,26.6263
-9.0125,-67,26.0970,26.0961,25.7697,25.5256,25.9046,25.8730,25.6176,25.6134,26.4951,26.6263
-9.0125,-65,26.2237,26.2921,26.1298,25.7713,26.0698,26.1944,25.9893,25.9249,26.6325,27.1315
-9.0125,-65,26.2237,26.2921,26.1298,25.7713,26.0698,26.1944,25.9893,25.9249,26.6325,27.1315
-9.0125,-63,26.7087,26.7345,26.4746,26.2798,26.6414,26.5624,26.3644,26.2464,26.7904,27.2797
-9.0125,-61,26.7479,26.7063,26.3802,26.1333,26.6906,26.5371,26.3009,25.8730,26.6541,27.1178
-9.0125,-59,26.7704,26.3340,26.2514,25.8737,26.4256,26.4689,26.0733,25.8413,26.3889,26.7053
-9.0125,-57,26.7854,26.5685,26.4503,25.9416,26.2167,26.3375,26.1240,26.1865,26.7314,26.6895
-9.0125,-55,25.3836,25.3597,25.1640,24.5505,24.7144,24.6899,24.6824,24.9184,25.4191,25.5229
-9.0125,-53,25.9852,26.0412,25.9716,25.3080,25.5369,25.3244,25.1388,25.4568,25.9616,26.1748
-9.0125,-51,25.9603,26.2355,26.0366,25.4906,25.6719,25.4926,24.9959,25.3034,25.6487,26.0204
-9.0125,-49,27.6805,28.0432,27.8144,27.3534,27.3177,27.1717,26.6911,26.9721,27.2921,27.5345
-9.0125,-47,27.0223,27.4114,27.0392,26.6521,26.7741,26.4012,26.0648,26.2979,26.5665,26.6406
-9.0125,-45,27.1472,27.2166,26.8333,26.4566,27.1028,25.8948,25.8944,25.9439,26.5595,26.5579
-9.0125,-43,27.3229,27.0659,26.5935,26.1303,26.9540,25.5318,25.8428,25.5577,26.5188,26.3280
-9.0125,-41,27.4924,27.4404,27.1439,26.7115,27.2431,26.2710,26.5273,26.0362,26.8667,26.8805
-9.0125,-39,27.6704,27.5090,27.1410,27.1400,27.3925,26.8920,27.1409,26.1024,27.2208,27.4133
-9.0125,-37,25.4741,25.5101,24.9702,25.2555,25.4274,24.8524,25.0004,24.4994,25.0771,25.3922
-9.0125,15,22.1527,22.6694,22.4362,22.5156,22.7158,22.6649,22.6790,21.9997,22.2598,22.6144
-9.0125,17,24.8415,24.9817,24.8698,24.5993,25.0443,24.6566,24.7556,24.3535,24.5086,24.5477
-9.0125,17,24.8415,24.9817,24.8698,24.5993,25.0443,24.6566,24.7556,24.3535,24.5086,24.5477
-9.0125,19,22.9038,23.1190,23.0468,22.6820,22.9788,22.9568,22.6808,22.5598,22.8549,22.8755
-9.0125,19,22.9038,23.1190,23.0468,22.6820,22.9788,22.9568,22.6808,22.5598,22.8549,22.8755
-9.0125,21,23.8801,24.2547,24.0506,23.7289,24.0906,24.0551,23.7425,23.6999,24.0604,24.1255
-9.0125,21,23.8801,24.2547,24.0506,23.7289,24.0906,24.0551,23.7425,23.6999,24.0604,24.1255
-9.0125,23,22.8596,23.2727,23.2337,22.8937,23.1643,23.0281,22.6148,22.6925,23.3053,23.4223
-9.0125,23,22.8596,23.2727,23.2337,22.8937,23.1643,23.0281,22.6148,22.6925,23.3053,23.4223
-9.0125,25,23.3367,23.6068,23.5456,23.2210,23.5555,23.2570,23.0728,23.0254,23.6833,24.0118
-9.0125,27,20.0568,20.0594,19.9848,19.8153,20.1872,19.8017,19.6366,19.5922,20.1646,20.4224
-9.0125,29,24.0500,24.2887,23.9671,23.9804,24.1968,24.0031,23.9493,23.6948,24.2490,24.0347
-9.0125,29,24.0500,24.2887,23.9671,23.9804,24.1968,24.0031,23.9493,23.6948,24.2490,24.0347
-9.0125,31,21.9321,22.1169,21.8392,21.5495,22.0501,21.6806,21.7568,21.5733,22.1698,21.6279
-9.0125,31,21.9321,22.1169,21.8392,21.5495,22.0501,21.6806,21.7568,21.5733,22.1698,21.6279
-9.0125,31,21.9321,22.1169,21.8392,21.5495,22.0501,21.6806,21.7568,21.5733,22.1698,21.6279
-9.0125,33,20.8751,20.8444,20.7067,20.3793,20.8064,20.5599,20.8342,20.4965,21.1875,20.8643
-9.0125,33,20.8751,20.8444,20.7067,20.3793,20.8064,20.5599,20.8342,20.4965,21.1875,20.8643
-9.0125,33,20.8751,20.8444,20.7067,20.3793,20.8064,20.5599,20.8342,20.4965,21.1875,20.8643
-9.0125,35,18.5901,18.4471,18.5564,18.3904,18.7337,18.8260,18.5098,18.1086,18.6817,18.9488
-9.0125,35,18.5901,18.4471,18.5564,18.3904,18.7337,18.8260,18.5098,18.1086,18.6817,18.9488
-9.0125,37,25.4838,24.9654,25.1199,25.1047,25.1841,25.2394,24.9575,24.8473,25.5840,24.9976
-9.0125,39,26.1390,25.6590,25.7709,25.5594,25.9782,25.8901,25.6384,25.4256,25.9615,25.8274
-9.0125,125,25.1908,26.1309,25.6808,25.6275,25.4030,25.8724,25.7037,25.6210,25.5038,25.8924
-9.0125,125,25.1908,26.1309,25.6808,25.6275,25.4030,25.8724,25.7037,25.6210,25.5038,25.8924
-7.0097,-79,16.2955,16.2579,15.6190,15.3154,15.8007,15.9678,15.3778,15.2826,16.2920,16.7214
-7.0097,-77,23.0822,23.0213,22.4542,22.2226,22.4875,22.9988,22.5862,22.4672,23.4552,23.8379
-7.0097,-75,26.5794,26.8272,26.3490,26.1602,26.2783,26.5974,26.5857,26.4624,27.0432,27.3801
-7.0097,-75,26.5794,26.8272,26.3490,26.1602,26.2783,26.5974,26.5857,26.4624,27.0432,27.3801
-7.0097,-73,25.8485,26.1714,25.8434,25.5244,25.6218,25.9824,25.9066,25.5858,26.2336,26.3591
-7.0097,-73,25.8485,26.1714,25.8434,25.5244,25.6218,25.9824,25.9066,25.5858,26.2336,26.3591
-7.0097,-71,25.8743,26.2516,25.9283,25.4561,25.6461,25.9329,25.6163,25.4581,26.0888,26.2344
-7.0097,-69,26.1358,26.0990,25.6484,25.5070,25.7291,25.7547,25.5223,25.4581,26.0992,26.3885
-7.0097,-67,26.2078,26.3994,25.9610,25.6649,25.9120,26.0183,25.7910,25.7850,26.5093,26.6444
-7.0097,-65,26.5768,26.7346,26.3144,26.0753,26.3046,26.4015,26.1217,26.2049,26.7621,27.1255
-7.0097,-63,26.9853,26.9861,26.6800,26.3020,26.6371,26.7352,26.4565,26.3767,26.8969,27.4632
-7.0097,-61,26.8735,26.8569,26.5215,26.2135,26.6235,26.5774,26.3394,26.0866,26.7690,27.2887
-7.0097,-59,27.3437,27.1304,27.0991,26.6379,26.8759,26.8796,26.7672,26.3067,27.0592,27.4038
-7.0097,-57,27.0063,26.6535,26.6713,25.9246,26.1306,26.2066,26.1726,26.0627,26.6520,26.9350
-7.0097,-55,26.5536,26.4219,26.4754,25.8223,25.8302,25.8712,26.0029,26.0960,26.6865,27.0330
-7.0097,-53,26.5183,26.4539,26.4533,25.9889,26.0506,25.9510,26.0531,25.9820,26.5395,26.9688
-7.0097,-51,25.7931,25.8704,25.9645,25.5447,25.5853,25.4133,25.1291,25.2444,25.6747,26.1240
-7.0097,-49,27.2649,27.3740,27.2924,27.0637,26.9819,26.7403,26.5843,26.6584,27.0600,27.3816
-7.0097,-47,27.4099,27.4379,27.3975,27.0382,27.0875,26.8629,26.5261,26.8816,27.0654,27.2584
-7.0097,-45,28.1662,28.5004,27.8267,27.5508,27.8865,27.2108,27.0673,26.9191,27.4293,27.5029
-7.0097,-43,29.4414,29.8262,29.0101,28.8520,29.0990,28.1065,28.2942,27.8571,28.2017,28.2523
-7.0097,-41,28.1908,28.8345,27.8304,27.6620,27.9675,27.1609,27.6872,26.6203,27.3611,27.6794
-7.0097,-39,28.2146,28.5022,27.8632,27.7432,27.8876,27.4055,27.7681,26.7478,27.8057,28.1095
-7.0097,-37,26.8353,26.9965,26.8905,26.7229,26.7040,26.2582,26.6158,26.0953,26.4504,26.5443
-7.0097,-35,26.0072,26.1379,26.0314,25.9900,26.2114,26.2178,26.1257,25.9568,26.1568,26.3933
-7.0097,15,22.2496,22.7169,22.4571,22.5815,22.5776,22.5561,22.6371,22.2033,22.2378,22.6974
-7.0097,15,22.2496,22.7169,22.4571,22.5815,22.5776,22.5561,22.6371,22.2033,22.2378,22.6974
-7.0097,17,25.8527,26.0340,25.9478,25.7753,25.7643,25.8925,25.8773,25.3095,25.2624,25.2888
-7.0097,17,25.8527,26.0340,25.9478,25.7753,25.7643,25.8925,25.8773,25.3095,25.2624,25.2888
-7.0097,19,23.5397,23.7930,23.6929,23.2598,23.4603,23.6767,23.5045,23.2449,23.4971,23.5926
-7.0097,19,23.5397,23.7930,23.6929,23.2598,23.4603,23.6767,23.5045,23.2449,23.4971,23.5926
-7.0097,21,24.9280,25.5138,25.2293,24.8580,24.9778,25.2320,25.1284,24.9945,25.4338,25.5526
-7.0097,21,24.9280,25.5138,25.2293,24.8580,24.9778,25.2320,25.1284,24.9945,25.4338,25.5526
-7.0097,23,23.6393,24.0065,23.8764,23.5879,23.5938,23.9227,23.7595,23.6799,24.1211,24.5075
-7.0097,25,23.9582,24.2299,24.1664,23.8494,24.1057,24.1366,24.0401,23.8462,24.3862,24.9477
-7.0097,27,26.0518,26.1982,26.2735,25.8516,26.2463,26.2670,26.0855,26.1146,26.4021,26.8941
-7.0097,29,21.6784,22.0844,21.9253,21.5389,21.8557,21.9406,21.7726,21.4623,21.9182,22.2783
-7.0097,29,21.6784,22.0844,21.9253,21.5389,21.8557,21.9406,21.7726,21.4623,21.9182,22.2783
-7.0097,31,23.8839,24.0686,23.9069,23.4615,24.0644,23.6330,23.7749,23.5108,24.0602,23.7934
-7.0097,31,23.8839,24.0686,23.9069,23.4615,24.0644,23.6330,23.7749,23.5108,24.0602,23.7934
-7.0097,33,24.0352,24.1476,24.4801,23.9515,24.4368,23.2295,23.8814,24.1138,24.1605,23.8611
-7.0097,35,24.5135,24.0312,24.8478,23.9679,24.6613,23.3523,23.8462,23.6400,24.5321,23.8026
-7.0097,37,24.3146,23.9337,24.1659,23.8400,24.2362,24.0327,24.0834,23.9620,24.3446,24.2711
-7.0097,39,25.9991,25.9430,25.7847,25.6065,26.0357,25.7862,25.6606,25.6526,26.0249,25.9633
-7.0097,107,24.0242,24.2866,24.1037,24.0791,24.1556,23.8957,23.8936,23.7133,24.0461,24.3001
-7.0097,109,26.1297,26.6746,26.2537,26.1857,26.2366,26.2792,26.0811,26.0552,26.3520,26.6938
-7.0097,111,27.5709,27.6437,27.3706,27.6659,27.8257,27.7710,27.3871,27.1354,27.8665,28.1331
-7.0097,113,27.4953,27.8415,27.5475,27.6430,27.7209,27.9405,27.6366,27.5156,27.8240,28.1620
-7.0097,139,26.9277,27.3477,26.9910,26.9013,26.6865,27.2511,27.1297,27.2734,27.3161,27.4807
-7.0097,141,26.5373,27.0978,26.6994,26.5174,26.2881,26.8163,26.9100,27.1979,27.0012,27.2706
-7.0097,141,26.5373,27.0978,26.6994,26.5174,26.2881,26.8163,26.9100,27.1979,27.0012,27.2706
-7.0097,143,24.8058,25.3778,24.8870,24.8509,24.7028,25.0736,25.3026,25.6416,25.2562,25.6579
-7.0097,145,24.3190,25.0791,24.8108,24.7502,24.5021,25.0321,25.1874,25.4939,24.9850,25.4913
-5.0069,-81,24.4838,23.8547,23.1233,22.7545,23.3132,22.9278,22.5294,21.7579,24.8287,23.0955
-5.0069,-81,24.4838,23.8547,23.1233,22.7545,23.3132,22.9278,22.5294,21.7579,24.8287,23.0955
-5.0069,-79,18.5409,18.9271,18.5472,18.0923,18.2144,18.6769,18.3591,18.3910,18.7467,19.4421
-5.0069,-79,18.5409,18.9271,18.5472,18.0923,18.2144,18.6769,18.3591,18.3910,18.7467,19.4421
-5.0069,-77,26.5908,26.9814,26.2239,26.0642,26.1554,26.6101,26.5797,26.3889,27.0531,28.0355
-5.0069,-75,26.3795,26.5779,26.1663,25.9954,26.0812,26.4497,26.3500,26.1904,26.7213,27.2880
-5.0069,-73,25.8030,25.9672,25.7649,25.3901,25.5043,25.8522,25.6509,25.4788,25.8990,26.1937
-5.0069,-73,25.8030,25.9672,25.7649,25.3901,25.5043,25.8522,25.6509,25.4788,25.8990,26.1937
-5.0069,-71,25.7156,25.9164,25.6012,25.2419,25.4482,25.7157,25.5100,25.2205,25.7411,26.1330
-5.0069,-71,25.7156,25.9164,25.6012,25.2419,25.4482,25.7157,25.5100,25.2205,25.7411,26.1330
-5.0069,-71,25.7156,25.9164,25.6012,25.2419,25.4482,25.7157,25.5100,25.2205,25.7411,26.1330
-5.0069,-69,25.8215,26.0012,25.6066,25.4003,25.5481,25.6940,25.3641,25.3989,25.7596,26.2168
-5.0069,-69,25.8215,26.0012,25.6066,25.4003,25.5481,25.6940,25.3641,25.3989,25.7596,26.2168
-5.0069,-69,25.8215,26.0012,25.6066,25.4003,25.5481,25.6940,25.3641,25.3989,25.7596,26.2168
-5.0069,-67,26.3475,26.5662,26.3037,25.9234,26.0872,26.3275,26.0051,26.0154,26.6139,26.7942
-5.0069,-65,26.4279,26.6065,26.3736,26.0776,26.0311,26.2364,26.0185,26.2007,26.5618,26.9540
-5.0069,-63,27.0797,27.0284,26.7197,26.5665,26.5606,26.6900,26.4075,26.4603,26.9677,27.6107
-5.0069,-61,27.1138,26.9953,26.5639,26.5618,26.4273,26.5433,26.4009,26.2915,26.9300,27.5006
-5.0069,-59,27.4740,27.1157,26.9214,26.6436,26.5417,26.8913,26.5274,26.5506,27.3017,27.7042
-5.0069,-57,27.3764,26.9836,27.0739,26.4402,26.4852,26.8140,26.6012,26.4124,27.3738,27.5776
-5.0069,-55,26.8813,26.5270,26.6142,26.1014,26.1342,26.2971,26.2475,26.2479,27.0137,27.2988
-5.0069,-53,26.6462,26.6531,26.6817,26.3979,26.4955,26.4852,26.5002,26.2548,26.9833,27.4196
-5.0069,-51,26.6586,26.9685,27.0165,26.7120,26.8052,26.5711,26.4097,26.2764,26.8635,27.2954
-5.0069,-49,27.0753,27.3269,27.2550,27.1050,27.2080,26.5855,26.5860,26.5213,26.9814,27.3626
-5.0069,-47,27.0232,27.4028,26.9783,26.7360,26.8834,26.5204,26.3821,26.2475,26.8319,27.1990
-5.0069,-45,27.6107,27.8089,27.4265,27.1332,27.2470,27.1679,26.8677,26.6286,27.1518,27.6081
-5.0069,-43,28.7770,28.9578,28.5396,28.0235,28.2962,27.8668,27.7673,27.1955,27.7430,28.1006
-5.0069,-41,27.9287,28.0784,27.7857,27.3737,27.4166,26.9827,27.6340,26.6277,26.8950,27.0860
-5.0069,-39,27.8538,28.1202,27.7733,27.5891,27.7241,27.5667,27.8963,26.9476,27.6963,27.6171
-5.0069,-37,26.9534,27.2193,26.9969,26.8970,27.0135,27.0590,27.2350,26.7736,27.0997,27.1633
-5.0069,13,24.0116,24.4610,24.1222,24.2497,24.5080,24.5740,24.5397,24.0567,24.3266,24.7424
-5.0069,13,24.0116,24.4610,24.1222,24.2497,24.5080,24.5740,24.5397,24.0567,24.3266,24.7424
-5.0069,13,24.0116,24.4610,24.1222,24.2497,24.5080,24.5740,24.5397,24.0567,24.3266,24.7424
-5.0069,15,24.2771,24.6726,24.2695,24.5079,24.6186,24.7434,24.7098,24.2265,24.3999,24.7779
-5.0069,15,24.2771,24.6726,24.2695,24.5079,24.6186,24.7434,24.7098,24.2265,24.3999,24.7779
-5.0069,15,24.2771,24.6726,24.2695,24.5079,24.6186,24.7434,24.7098,24.2265,24.3999,24.7779
-5.0069,17,25.5236,25.8980,25.5570,25.4659,25.6039,25.8132,25.9797,25.4689,25.4574,25.9528
-5.0069,17,25.5236,25.8980,25.5570,25.4659,25.6039,25.8132,25.9797,25.4689,25.4574,25.9528
-5.0069,19,25.4535,25.7345,25.5581,25.0840,25.2143,25.5901,25.8777,25.4102,25.7216,26.2490
-5.0069,21,25.8429,26.0577,25.8303,25.4584,25.7373,26.0569,26.1941,25.9440,26.2556,26.7434
-5.0069,23,25.1684,25.5538,25.4229,25.0184,25.2540,25.5648,25.8820,25.6695,25.8486,26.6579
-5.0069,25,25.3938,25.5487,25.3196,25.1626,25.4442,25.6273,25.5793,25.6360,25.8383,26.7023
-5.0069,27,25.5397,25.7976,25.3715,25.5028,25.6389,26.0974,25.7976,25.7616,26.0517,27.0531
-5.0069,29,20.0736,20.4147,20.0329,19.8412,20.1862,20.3216,20.0876,20.0488,20.3193,20.7978
-5.0069,29,20.0736,20.4147,20.0329,19.8412,20.1862,20.3216,20.0876,20.0488,20.3193,20.7978
-5.0069,29,20.0736,20.4147,20.0329,19.8412,20.1862,20.3216,20.0876,20.0488,20.3193,20.7978
-5.0069,31,23.9373,23.9486,23.9466,23.5059,23.9733,23.7393,23.6909,23.7550,23.9886,24.1077
-5.0069,31,23.9373,23.9486,23.9466,23.5059,23.9733,23.7393,23.6909,23.7550,23.9886,24.1077
-5.0069,33,23.4756,23.6014,23.8356,23.1875,23.8570,22.9601,23.3038,23.2822,23.5937,23.4133
-5.0069,35,21.0902,21.1001,21.6559,20.5599,21.0466,20.3886,20.7514,20.8406,21.0908,20.8114
-5.0069,37,22.6735,22.4858,22.6406,21.8844,22.6742,22.1725,22.2974,22.2824,22.7997,22.7634
-5.0069,39,26.4143,26.4363,26.3492,25.8953,26.4676,26.3286,26.3982,26.5361,26.4176,26.8181
-5.0069,39,26.4143,26.4363,26.3492,25.8953,26.4676,26.3286,26.3982,26.5361,26.4176,26.8181
-5.0069,105,26.8496,26.8906,26.6337,26.6894,27.0973,26.6179,26.6176,26.3722,27.1129,27.3193
-5.0069,139,26.4685,26.8224,26.3873,26.2464,26.2530,26.8342,26.8283,26.8809,26.8865,26.9209
-5.0069,141,19.0532,19.6470,19.2888,19.1299,19.0060,19.5722,19.4703,19.5061,19.4420,19.8034
-5.0069,141,19.0532,19.6470,19.2888,19.1299,19.0060,19.5722,19.4703,19.5061,19.4420,19.8034
-5.0069,143,19.8756,20.0531,19.8060,19.8865,19.7188,20.0808,19.9196,20.0302,20.0554,20.4620
-5.0069,145,25.5385,25.6351,25.5578,25.6294,25.3723,25.7835,25.8598,26.2013,25.8318,26.3930
-3.0042,-79,10.8276,11.0857,10.5697,10.2206,10.4314,10.5887,10.3769,10.3448,10.9194,11.2952
-3.0042,-79,10.8276,11.0857,10.5697,10.2206,10.4314,10.5887,10.3769,10.3448,10.9194,11.2952
-3.0042,-77,25.8111,26.1803,25.6417,25.4585,25.5584,25.8864,25.7241,25.7802,26.2737,27.1492
-3.0042,-77,25.8111,26.1803,25.6417,25.4585,25.5584,25.8864,25.7241,25.7802,26.2737,27.1492
-3.0042,-75,25.5584,25.8884,25.6383,25.4232,25.4961,25.7541,25.5547,25.5321,25.8910,26.5420
-3.0042,-75,25.5584,25.8884,25.6383,25.4232,25.4961,25.7541,25.5547,25.5321,25.8910,26.5420
-3.0042,-73,25.5419,25.7855,25.5558,25.2800,25.4017,25.6985,25.3455,25.3080,25.7139,26.1291
-3.0042,-73,25.5419,25.7855,25.5558,25.2800,25.4017,25.6985,25.3455,25.3080,25.7139,26.1291
-3.0042,-71,25.5165,25.6596,25.3642,25.0697,25.2592,25.4935,25.1061,25.1254,25.5904,25.9915
-3.0042,-71,25.5165,25.6596,25.3642,25.0697,25.2592,25.4935,25.1061,25.1254,25.5904,25.9915
-3.0042,-71,25.5165,25.6596,25.3642,25.0697,25.2592,25.4935,25.1061,25.1254,25.5904,25.9915
-3.0042,-69,26.2994,26.3471,26.0559,25.7165,25.9858,26.1506,25.7616,25.8742,26.2035,26.6456
-3.0042,-69,26.2994,26.3471,26.0559,25.7165,25.9858,26.1506,25.7616,25.8742,26.2035,26.6456
-3.0042,-67,26.4483,26.5112,26.3125,25.9362,26.1712,26.2900,25.9717,26.1610,26.4829,26.7780
-3.0042,-65,27.0338,27.0458,26.8188,26.5369,26.6623,26.8272,26.4956,26.6434,27.0861,27.5448
-3.0042,-63,26.5693,26.5116,26.1266,25.9103,26.0572,26.2553,25.7905,26.0055,26.5026,27.1061
