latitude,longitude,era5_t2m_2015_C,era5_t2m_2016_C,era5_t2m_2017_C,era5_t2m_2018_C,era5_t2m_2019_C,era5_t2m_2020_C,era5_t2m_2021_C,era5_t2m_2022_C,era5_t2m_2023_C,era5_t2m_2024_C
31.0431,55,19.1596,19.6412,19.1080,19.5453,19.3217,18.5828,19.9017,19.9117,20.0507,19.8895
31.0431,57,18.5647,19.1673,18.8089,19.0162,18.7213,17.9234,19.2386,19.5966,19.6743,19.4075
31.0431,59,25.0579,25.6379,25.1767,25.5750,25.1289,24.3392,25.6436,26.0650,26.4129,26.0124
31.0431,61,24.1541,24.5486,24.3677,24.6366,24.3210,23.3148,24.6353,25.1548,25.4753,24.7853
31.0431,61,24.1541,24.5486,24.3677,24.6366,24.3210,23.3148,24.6353,25.1548,25.4753,24.7853
31.0431,63,23.2049,23.6517,23.3841,23.6800,23.2603,22.1802,23.5213,23.9571,24.3452,23.9870
31.0431,65,21.1824,21.8278,21.6216,21.9161,21.2611,20.3192,22.0747,22.0259,21.9966,21.8829
31.0431,67,14.5826,15.5185,15.2284,15.6549,14.5103,14.0068,16.1627,15.2479,15.0060,14.9297
31.0431,67,14.5826,15.5185,15.2284,15.6549,14.5103,14.0068,16.1627,15.2479,15.0060,14.9297
31.0431,69,17.3435,18.4922,17.9621,18.6349,17.3671,16.9649,18.6967,18.3643,17.8410,17.9467
31.0431,69,17.3435,18.4922,17.9621,18.6349,17.3671,16.9649,18.6967,18.3643,17.8410,17.9467
31.0431,71,24.7231,25.6624,25.5565,25.8014,25.1261,24.8773,25.5663,25.7575,25.2302,25.8370
31.0431,73,24.5330,25.5645,25.6202,25.5471,24.5210,24.5124,25.1567,25.7405,24.6273,24.8927
31.0431,73,24.5330,25.5645,25.6202,25.5471,24.5210,24.5124,25.1567,25.7405,24.6273,24.8927
31.0431,75,23.6962,24.9888,24.8326,24.3779,23.6321,23.6003,24.1503,24.6283,23.9524,24.4147
31.0431,75,23.6962,24.9888,24.8326,24.3779,23.6321,23.6003,24.1503,24.6283,23.9524,24.4147
31.0431,77,18.7647,19.5854,19.4740,19.0448,18.6692,18.6587,19.1324,19.5508,18.7424,19.3275
31.0431,79,-5.5792,-3.8234,-5.2747,-6.2496,-6.3141,-5.5835,-5.6863,-4.8184,-6.0361,-4.5935
31.0431,79,-5.5792,-3.8234,-5.2747,-6.2496,-6.3141,-5.5835,-5.6863,-4.8184,-6.0361,-4.5935
31.0431,81,-5.7406,-2.4179,-4.4351,-3.7621,-5.6319,-5.2377,-5.4191,-5.2888,-5.0633,-3.5485
31.0431,81,-5.7406,-2.4179,-4.4351,-3.7621,-5.6319,-5.2377,-5.4191,-5.2888,-5.0633,-3.5485
31.0431,81,-5.7406,-2.4179,-4.4351,-3.7621,-5.6319,-5.2377,-5.4191,-5.2888,-5.0633,-3.5485
31.0431,83,-7.1544,-4.2113,-5.3870,-4.9126,-7.3572,-6.4602,-5.4294,-5.3401,-5.5335,-4.9175
31.0431,83,-7.1544,-4.2113,-5.3870,-4.9126,-7.3572,-6.4602,-5.4294,-5.3401,-5.5335,-4.9175
31.0431,85,-0.6368,0.7986,-0.0865,0.0954,-1.0517,-0.5595,0.4185,0.2844,-0.3286,0.3068
31.0431,87,0.3952,1.1045,0.7919,0.8838,0.2610,0.6580,1.0479,1.2255,0.2542,0.8002
31.0431,91,-1.1266,-1.3535,-0.3606,-2.0090,-2.7348,-0.7952,-0.3326,-0.8300,-2.0632,-1.8167
31.0431,93,-6.7189,-6.1766,-5.5630,-6.9379,-6.6233,-6.3067,-6.4180,-6.8314,-7.4395,-6.9287
31.0431,95,-2.4287,-2.1228,-1.4587,-3.2017,-2.9272,-2.4138,-2.3628,-3.1032,-3.2219,-2.5728
31.0431,97,0.8031,0.8096,0.9374,-1.2305,-1.4619,-0.6479,0.0520,-1.1728,-0.9186,0.2539
31.0431,99,1.5860,1.1138,1.8894,0.0996,-0.0461,1.2239,2.4855,1.1761,2.0132,1.0038
31.0431,101,2.4175,1.3886,2.3934,1.2574,1.7997,1.7642,2.0055,1.7438,3.0069,2.8319
31.0431,103,0.8696,0.8541,0.8490,0.4145,0.8098,0.5522,0.4973,0.9562,1.5850,1.3697
31.0431,105,18.8060,18.7505,18.5969,18.1467,17.9433,18.1524,18.1350,19.0904,19.1879,19.4389
31.0431,107,18.5551,18.4873,18.2002,18.2918,18.0557,18.1215,18.2314,19.2132,18.5197,19.6796
31.0431,109,17.0253,17.2163,16.7552,16.8272,16.8449,16.6943,16.8897,17.3626,17.1127,17.7067
31.0431,111,14.2019,14.3617,14.2898,14.3658,14.1976,13.9332,14.7290,14.6721,14.6580,15.0376
31.0431,113,16.8274,17.1301,17.1403,17.2406,17.3461,16.9509,17.6637,17.7884,17.6812,17.9878
31.0431,115,16.8001,17.0453,17.1699,17.3882,17.3224,17.0929,17.5672,17.6613,17.5858,17.8440
31.0431,117,16.4600,16.7588,16.9749,17.0046,16.9731,16.8857,17.4026,17.4480,17.3459,17.5865
31.0431,119,16.9247,17.4346,17.4049,17.5355,17.4317,17.4697,18.0676,17.8480,17.6844,18.0221
31.0431,121,17.1745,17.8097,17.8212,17.8685,17.6224,17.9154,18.2617,18.0029,18.0573,18.3667
33.0458,-117,18.2816,17.8048,17.7990,17.7845,16.7601,17.7507,17.0129,17.4315,16.3437,16.6438
33.0458,-117,18.2816,17.8048,17.7990,17.7845,16.7601,17.7507,17.0129,17.4315,16.3437,16.6438
33.0458,-115,24.6984,24.9469,24.9097,24.5913,23.5812,24.8430,24.7967,24.4624,23.7637,24.3556
33.0458,-115,24.6984,24.9469,24.9097,24.5913,23.5812,24.8430,24.7967,24.4624,23.7637,24.3556
33.0458,-113,25.0741,25.2652,25.3128,24.8501,24.0489,25.0954,25.0668,24.6548,24.5904,25.0062
33.0458,-113,25.0741,25.2652,25.3128,24.8501,24.0489,25.0954,25.0668,24.6548,24.5904,25.0062
33.0458,-111,21.4361,21.4996,22.1980,21.6973,20.8770,22.0947,21.4249,20.9941,21.5505,21.6252
33.0458,-109,15.7156,15.9719,16.6903,16.5865,15.6788,16.6923,16.0783,15.6842,16.5664,16.2648
33.0458,-107,17.3145,17.8152,18.2982,18.0501,17.3373,18.3555,17.7599,17.3046,18.3320,18.4640
33.0458,-105,15.8194,16.6128,17.3028,16.8740,16.6330,17.5695,16.4707,16.2663,17.4256,17.5242
33.0458,-103,16.3137,17.2024,17.7046,17.1567,16.9946,17.6223,16.8329,17.0815,17.8838,17.8710
33.0458,-101,17.7946,18.6496,18.5481,18.1868,17.9160,18.3396,17.8406,18.6773,19.2916,19.0480
33.0458,-99,19.1677,19.8289,19.9010,19.0412,19.1698,19.5514,19.2684,19.7183,20.5587,20.3986
33.0458,-97,19.2445,19.9734,19.9562,19.1000,18.8497,19.3272,19.2416,19.6401,20.4570,20.1849
33.0458,-95,18.8542,19.6635,19.4130,18.6066,18.6962,18.8814,19.1244,19.4823,19.9486,19.6609
33.0458,-93,19.0916,19.4825,19.3227,18.8415,18.9762,18.9158,18.9559,18.9790,20.1445,19.5573
33.0458,-91,19.1632,19.7464,19.5898,18.8901,19.0817,19.2173,19.0572,19.1237,20.2167,19.5701
33.0458,-89,18.3685,19.0614,18.8208,18.1481,18.5832,18.5168,18.0903,18.2155,19.1751,18.6440
33.0458,-87,18.5134,19.2037,19.1046,18.4932,19.1885,18.7500,18.3193,18.4959,19.2332,18.7954
33.0458,-85,17.9502,18.6802,18.4529,17.8598,18.7311,18.4298,17.9128,17.8154,18.5155,18.2264
33.0458,-83,18.8948,19.4403,19.6013,19.1922,19.6896,19.3651,18.6325,18.7821,19.0746,18.8099
33.0458,-81,19.2047,19.4523,19.7628,19.3654,19.9986,19.7706,18.6653,18.9366,19.4011,19.1483
33.0458,-7,18.1080,18.4514,19.4123,17.0589,17.9803,18.8298,17.9989,19.1920,19.0723,18.9349
33.0458,-5,12.7692,13.0270,13.8535,11.9186,13.0616,13.7819,13.5387,13.9604,13.9065,14.2171
33.0458,-3,16.0043,16.3528,16.8089,15.2490,16.2900,17.0112,16.9891,17.2849,17.2979,17.4577
33.0458,-3,16.0043,16.3528,16.8089,15.2490,16.2900,17.0112,16.9891,17.2849,17.2979,17.4577
33.0458,-1,16.7105,17.1191,17.1681,15.9480,16.8796,17.6741,17.9050,18.0906,18.0153,18.5000
33.0458,-1,16.7105,17.1191,17.1681,15.9480,16.8796,17.6741,17.9050,18.0906,18.0153,18.5000
33.0458,1,19.2884,19.7579,19.4678,18.6953,19.3502,19.7695,20.4120,20.2366,20.3137,20.7753
33.0458,3,20.2460,20.8466,20.2339,19.8146,20.2786,20.6201,21.3965,20.9582,21.0347,21.5294
33.0458,5,22.6796,23.4320,22.7835,22.8810,23.0814,23.2733,23.9836,23.7134,23.6069,24.0630
33.0458,7,22.3141,23.0944,22.1676,22.6877,22.7728,22.9804,23.5989,23.3354,23.0785,23.6083
33.0458,7,22.3141,23.0944,22.1676,22.6877,22.7728,22.9804,23.5989,23.3354,23.0785,23.6083
33.0458,9,21.8296,22.6691,21.5497,22.3529,22.2444,22.6181,23.1656,22.9323,22.5819,23.3016
33.0458,9,21.8296,22.6691,21.5497,22.3529,22.2444,22.6181,23.1656,22.9323,22.5819,23.3016
33.0458,11,21.1990,22.1159,20.8499,21.6487,21.4482,21.8597,22.5074,22.5306,22.0469,22.7070
33.0458,11,21.1990,22.1159,20.8499,21.6487,21.4482,21.8597,22.5074,22.5306,22.0469,22.7070
33.0458,37,19.3472,19.8892,19.7876,20.0052,19.4306,20.1260,20.4638,19.7621,20.4108,20.5297
33.0458,37,19.3472,19.8892,19.7876,20.0052,19.4306,20.1260,20.4638,19.7621,20.4108,20.5297
33.0458,37,19.3472,19.8892,19.7876,20.0052,19.4306,20.1260,20.4638,19.7621,20.4108,20.5297
33.0458,39,19.5804,20.0118,20.0892,20.1322,19.7015,20.2751,20.6343,19.9265,20.4270,20.5067
33.0458,39,19.5804,20.0118,20.0892,20.1322,19.7015,20.2751,20.6343,19.9265,20.4270,20.5067
33.0458,39,19.5804,20.0118,20.0892,20.1322,19.7015,20.2751,20.6343,19.9265,20.4270,20.5067
33.0458,39,19.5804,20.0118,20.0892,20.1322,19.7015,20.2751,20.6343,19.9265,20.4270,20.5067
33.0458,41,21.5036,21.8304,21.8138,22.1260,21.6078,22.0298,22.5756,21.9430,22.3137,22.3439
33.0458,41,21.5036,21.8304,21.8138,22.1260,21.6078,22.0298,22.5756,21.9430,22.3137,22.3439
33.0458,41,21.5036,21.8304,21.8138,22.1260,21.6078,22.0298,22.5756,21.9430,22.3137,22.3439
33.0458,43,23.9357,24.1217,24.0966,24.4727,24.0991,24.4851,24.9750,24.4786,24.6969,24.5798
33.0458,45,26.1353,25.6525,26.1207,26.1949,25.6259,26.1690,27.0344,26.4926,26.5241,26.5229
33.0458,45,26.1353,25.6525,26.1207,26.1949,25.6259,26.1690,27.0344,26.4926,26.5241,26.5229
33.0458,47,20.7577,20.3627,20.6517,20.5672,20.0494,20.4107,21.5539,21.1264,20.7946,20.7562
33.0458,47,20.7577,20.3627,20.6517,20.5672,20.0494,20.4107,21.5539,21.1264,20.7946,20.7562
33.0458,49,15.6718,15.5039,15.9838,15.8468,15.1040,15.0930,16.5058,15.9568,15.9957,15.8705
33.0458,51,14.2610,14.5117,14.5766,14.4942,13.8266,13.7130,14.9570,14.7088,14.5545,14.9398
33.0458,53,17.7712,18.0363,17.6198,17.7824,17.3516,16.7285,18.4438,18.3786,18.2653,17.8964
33.0458,55,21.7589,21.9488,21.5922,21.9799,21.7520,20.7040,22.2191,22.2844,22.4741,22.0079
33.0458,57,23.4969,23.7795,23.6623,23.9217,23.6267,22.7778,24.0428,24.2981,24.4776,24.1581
33.0458,59,16.5202,17.0847,16.8113,16.9353,16.5012,15.6516,17.3189,17.5228,17.7693,17.2722
33.0458,61,20.3192,20.7347,20.6906,20.7706,20.7159,19.4984,20.8998,21.3388,21.7784,20.7974
33.0458,61,20.3192,20.7347,20.6906,20.7706,20.7159,19.4984,20.8998,21.3388,21.7784,20.7974
33.0458,63,19.3756,20.0330,19.9321,20.0273,18.9285,18.4520,20.4375,20.4424,20.5249,19.7201
33.0458,65,14.1869,15.1662,14.8103,15.4727,13.5094,13.1685,15.7808,15.1069,15.1719,14.8344
33.0458,67,6.5693,7.6147,7.5196,8.2640,6.0393,6.1253,9.1065,7.1466,6.8851,6.9973
33.0458,69,10.7166,12.0545,12.0177,12.4956,10.4114,10.2570,12.4530,11.3663,10.7929,11.3834
33.0458,69,10.7166,12.0545,12.0177,12.4956,10.4114,10.2570,12.4530,11.3663,10.7929,11.3834
33.0458,71,22.8134,24.3026,24.2262,24.2379,23.6198,23.5113,25.0619,25.0834,23.5546,24.1479
33.0458,71,22.8134,24.3026,24.2262,24.2379,23.6198,23.5113,25.0619,25.0834,23.5546,24.1479
33.0458,73,22.1572,23.4326,23.2282,23.1518,22.1487,21.9673,23.1517,23.7556,22.8912,23.0512
33.0458,73,22.1572,23.4326,23.2282,23.1518,22.1487,21.9673,23.1517,23.7556,22.8912,23.0512
33.0458,73,22.1572,23.4326,23.2282,23.1518,22.1487,21.9673,23.1517,23.7556,22.8912,23.0512
33.0458,75,18.6449,19.5800,19.1225,19.0020,18.6505,18.6302,18.9714,19.9573,19.0175,19.4978
33.0458,75,18.6449,19.5800,19.1225,19.0020,18.6505,18.6302,18.9714,19.9573,19.0175,19.4978
33.0458,75,18.6449,19.5800,19.1225,19.0020,18.6505,18.6302,18.9714,19.9573,19.0175,19.4978
33.0458,75,18.6449,19.5800,19.1225,19.0020,18.6505,18.6302,18.9714,19.9573,19.0175,19.4978
33.0458,77,-11.1258,-9.5327,-9.3305,-10.9196,-10.6955,-9.3065,-10.2588,-8.9957,-9.4559,-8.4548
33.0458,77,-11.1258,-9.5327,-9.3305,-10.9196,-10.6955,-9.3065,-10.2588,-8.9957,-9.4559,-8.4548
33.0458,79,-5.3076,-1.8183,-3.9116,-4.6791,-5.5929,-5.0115,-5.3587,-3.5611,-3.6317,-2.3832
33.0458,79,-5.3076,-1.8183,-3.9116,-4.6791,-5.5929,-5.0115,-5.3587,-3.5611,-3.6317,-2.3832
33.0458,79,-5.3076,-1.8183,-3.9116,-4.6791,-5.5929,-5.0115,-5.3587,-3.5611,-3.6317,-2.3832
33.0458,81,-2.3877,-0.6377,-2.0843,-1.7698,-3.0118,-1.8037,-2.7366,-2.1372,-1.8721,-0.6592
33.0458,83,0.1418,0.9602,0.0730,0.3671,-0.2923,0.4511,-0.6690,-0.2412,-0.3224,1.2711
33.0458,85,-2.5792,-1.8901,-2.4991,-2.7539,-3.0286,-2.4174,-2.9162,-3.5527,-3.1351,-1.5135
33.0458,87,-1.5502,-1.1276,-1.6222,-1.8481,-1.6659,-1.4376,-1.9335,-2.5345,-2.8947,-1.0889
33.0458,89,-2.3405,-1.9054,-2.4024,-2.7924,-2.5211,-2.7691,-2.8074,-3.0080,-4.0306,-2.5554
33.0458,91,-5.8508,-4.6801,-5.3116,-5.6594,-7.0869,-6.3961,-4.5556,-5.2610,-6.5359,-4.8230
33.0458,93,-3.7104,-3.3449,-2.9541,-4.1809,-3.9141,-3.1635,-3.0187,-3.0558,-3.6674,-2.9974
33.0458,95,-4.0996,-4.3102,-3.8820,-4.2483,-4.1650,-3.8654,-3.3404,-4.3714,-5.7782,-3.6858
33.0458,97,-1.7293,-2.7777,-2.5850,-3.2140,-3.0254,-3.4160,-3.0323,-3.0704,-3.8202,-2.0798
33.0458,99,-3.6091,-3.8338,-3.9698,-4.2719,-3.9555,-4.2805,-3.5102,-3.9191,-3.3391,-2.8220
33.0458,101,-1.3009,-1.9779,-2.1308,-2.4122,-1.1995,-0.6722,-1.0103,-0.1941,0.4555,0.3247
33.0458,103,0.7062,1.3183,0.7974,0.2091,1.5544,2.2310,1.5964,2.5533,2.6819,2.5674
33.0458,105,11.4068,11.4072,11.1527,10.9751,10.8952,10.4829,10.8459,10.9395,11.3803,11.4854
33.0458,107,14.9155,15.0490,14.4878,14.5360,14.2575,14.4219,14.6536,14.9871,14.9041,15.3539
33.0458,109,13.7185,14.2076,13.7689,13.6626,13.4521,13.5699,13.6960,14.3163,13.7686,14.6841
33.0458,111,15.0236,15.6770,15.5569,15.2084,15.3906,15.1932,15.3834,15.8464,15.5954,16.0841
33.0458,113,15.7990,16.2730,16.2367,16.1041,16.6201,16.2198,16.2901,16.7480,16.5734,17.1162
33.0458,115,15.8611,16.3175,16.5358,16.5380,16.8652,16.6064,16.7931,16.9147,16.9224,17.3122
33.0458,117,15.7755,16.1975,16.5884,16.2281,16.5162,16.5817,16.8489,16.7921,16.8578,17.1733
33.0458,119,15.8349,16.1094,16.5371,16.3615,16.4476,16.4542,16.7531,16.7098,16.5359,16.7607
33.0458,131,14.6546,15.2961,14.2584,14.8044,15.0243,14.7957,15.1251,14.9519,15.3418,15.9229
33.0458,133,17.8690,18.5043,17.6052,17.8085,18.2431,18.1517,18.1153,18.0362,18.2874,18.9118
35.0486,-119,17.1244,16.7068,16.6205,16.8564,16.6202,16.8995,16.9714,16.6390,15.7542,16.0597
35.0486,-117,19.0897,19.2581,19.6803,19.6754,18.2712,19.3342,19.6799,19.5786,18.2599,19.1932
35.0486,-115,20.8655,20.9860,21.3394,21.1056,19.8664,21.2370,21.2848,20.8147,20.1282,20.9898
35.0486,-113,13.3686,13.4666,14.1626,13.8750,12.7809,14.4017,13.8070,13.2374,12.9083,13.9940
35.0486,-111,14.5395,14.9466,15.6350,15.0629,14.1314,15.4027,15.1487,14.4774,14.4908,15.0572
35.0486,-109,12.0663,12.1334,13.0082,12.8825,11.5361,12.7635,12.6412,11.8433,11.8774,12.2732
35.0486,-107,14.3688,14.9098,15.3809,15.1839,14.0924,15.2459,15.1824,14.5650,15.0084,14.9779
35.0486,-105,14.2027,14.8479,15.2992,14.8555,14.1628,15.3745,14.6731,14.5117,15.0180,14.7510
35.0486,-103,14.4708,15.3840,15.3362,15.1292,14.6276,15.4589,14.9341,15.1563,15.4875,15.7241
35.0486,-101,15.3299,16.1508,15.7142,15.5153,14.8762,15.5415,15.4725,15.6971,16.2124,16.7765
35.0486,-99,16.5918,17.3040,16.8659,16.4606,16.1829,16.7001,16.5619,17.0403,17.3612,17.9726
35.0486,-97,17.0554,17.9422,17.5987,16.6045,16.6282,16.9921,17.0670,17.1281,17.7712,18.1955
35.0486,-95,17.0187,17.9797,17.6286,16.6563,16.5333,16.8538,17.0464,17.1341,17.7375,17.8252
35.0486,-93,17.1645,17.8641,17.5367,16.9510,16.7760,16.7758,17.3374,17.3403,18.2175,17.7350
35.0486,-91,17.3345,18.1684,17.7767,16.8713,17.1515,17.1508,17.3894,17.2352,18.3428,17.8298
35.0486,-89,16.9153,17.6359,17.5352,16.7563,17.0452,16.8803,16.9100,16.8169,17.6768,17.4330
35.0486,-87,16.9302,17.5593,17.2370,16.7650,17.2455,16.8108,16.7265,16.7882,17.3870,17.2448
35.0486,-85,16.8392,17.5541,17.2476,16.7076,17.4615,16.9657,16.7219,16.7606,17.2091,17.3033
35.0486,-83,14.7132,14.9510,14.9217,14.5352,15.1733,14.6702,14.6979,14.2144,14.9063,14.9233
35.0486,-81,17.4269,17.4342,17.6738,17.1667,17.5319,17.1631,17.1842,17.0743,17.1107,16.8961
35.0486,-79,17.9296,17.7045,18.1939,17.7250,18.0871,17.9368,17.5185,17.8136,18.1726,17.7922
35.0486,-77,17.7150,17.6101,17.8656,17.6706,18.2644,18.2005,17.6050,17.5035,17.9226,17.7990
35.0486,-5,16.3253,16.1588,16.6331,15.2649,15.8496,16.5105,16.2560,17.2892,17.2268,17.0725
35.0486,-5,16.3253,16.1588,16.6331,15.2649,15.8496,16.5105,16.2560,17.2892,17.2268,17.0725
35.0486,-3,19.3051,19.3005,19.0317,18.5968,18.8773,19.2605,19.0932,19.7371,19.9450,19.8898
35.0486,-3,19.3051,19.3005,19.0317,18.5968,18.8773,19.2605,19.0932,19.7371,19.9450,19.8898
35.0486,-3,19.3051,19.3005,19.0317,18.5968,18.8773,19.2605,19.0932,19.7371,19.9450,19.8898
35.0486,-1,17.7243,17.7977,18.1640,16.9681,17.3177,18.1763,18.1369,18.8709,18.7302,19.0500
35.0486,-1,17.7243,17.7977,18.1640,16.9681,17.3177,18.1763,18.1369,18.8709,18.7302,19.0500
35.0486,1,16.3388,16.6803,16.9684,15.5334,16.3592,17.2184,17.3547,17.6245,17.6627,18.0232
35.0486,3,17.1286,17.7133,17.6434,16.6673,17.5015,17.9636,18.6395,18.6417,18.5008,18.9389
35.0486,5,19.9499,20.3644,20.2810,19.6490,19.9875,20.4185,21.1091,21.1612,21.0727,21.4849
35.0486,7,16.2837,16.8492,16.2712,15.8335,16.0201,16.5986,17.4820,17.1784,17.1010,17.6070
35.0486,7,16.2837,16.8492,16.2712,15.8335,16.0201,16.5986,17.4820,17.1784,17.1010,17.6070
35.0486,9,17.9511,18.7420,18.1060,17.9905,18.0748,18.4397,19.3109,19.2206,19.1563,19.6914
35.0486,9,17.9511,18.7420,18.1060,17.9905,18.0748,18.4397,19.3109,19.2206,19.1563,19.6914
35.0486,11,19.8050,20.1983,19.6662,20.0265,19.7888,20.1068,20.1856,20.7173,20.5471,20.7695
35.0486,25,18.3368,18.9911,18.5992,19.2958,18.8262,18.8910,19.2594,18.6712,19.2652,19.9284
35.0486,33,17.4808,18.4436,18.0437,19.0729,18.1384,17.9949,18.3605,17.4961,18.2136,18.3607
35.0486,33,17.4808,18.4436,18.0437,19.0729,18.1384,17.9949,18.3605,17.4961,18.2136,18.3607
35.0486,37,19.5376,19.8581,19.7347,20.1632,19.6450,19.9252,19.9828,19.2658,19.8208,20.2018
35.0486,37,19.5376,19.8581,19.7347,20.1632,19.6450,19.9252,19.9828,19.2658,19.8208,20.2018
35.0486,37,19.5376,19.8581,19.7347,20.1632,19.6450,19.9252,19.9828,19.2658,19.8208,20.2018
35.0486,39,20.3724,20.6583,20.2676,20.8785,20.2231,20.6370,20.9930,20.3773,20.6975,20.9433
35.0486,39,20.3724,20.6583,20.2676,20.8785,20.2231,20.6370,20.9930,20.3773,20.6975,20.9433
35.0486,41,22.6142,23.0531,22.6270,23.2121,22.5897,22.8966,23.2271,22.7240,23.0449,23.2264
35.0486,41,22.6142,23.0531,22.6270,23.2121,22.5897,22.8966,23.2271,22.7240,23.0449,23.2264
35.0486,43,23.8124,23.9520,24.0258,24.3638,23.3434,24.0095,24.6720,24.0726,24.4026,24.3411
35.0486,45,22.7242,22.5106,22.7644,22.7452,21.9070,22.6184,23.6758,22.8967,22.7440,22.5951
35.0486,45,22.7242,22.5106,22.7644,22.7452,21.9070,22.6184,23.6758,22.8967,22.7440,22.5951
35.0486,47,14.0669,13.7309,13.3832,14.2926,13.0705,13.5024,14.8196,13.7642,13.5994,14.1065
35.0486,47,14.0669,13.7309,13.3832,14.2926,13.0705,13.5024,14.8196,13.7642,13.5994,14.1065
35.0486,49,15.1430,14.9788,14.5788,15.1985,14.2402,14.2365,15.6171,15.3638,14.5611,15.1561
35.0486,51,20.7049,20.6433,20.2456,20.5900,19.9380,19.3871,21.0167,20.9465,21.0852,20.5998
35.0486,53,21.4494,21.2463,20.7242,21.5461,20.7220,20.0711,21.7840,21.7146,21.8641,21.3493
35.0486,55,22.5412,22.5209,22.3512,22.8058,22.1808,21.4676,22.9949,23.0170,23.1799,22.6614
35.0486,57,21.9078,22.2253,22.1351,22.3584,21.8373,21.0023,22.6332,22.6810,22.8273,22.1033
35.0486,59,18.8241,19.1995,19.0561,19.2792,18.7033,17.8591,19.6648,19.6144,20.0443,19.0214
35.0486,61,18.1314,18.4178,18.3017,18.5127,18.4614,17.3283,18.8720,18.8788,19.4961,18.3359
35.0486,61,18.1314,18.4178,18.3017,18.5127,18.4614,17.3283,18.8720,18.8788,19.4961,18.3359
35.0486,61,18.1314,18.4178,18.3017,18.5127,18.4614,17.3283,18.8720,18.8788,19.4961,18.3359
35.0486,63,14.7499,15.0236,14.8883,15.1644,15.0579,14.0280,15.2557,14.8863,15.1769,14.2501
35.0486,63,14.7499,15.0236,14.8883,15.1644,15.0579,14.0280,15.2557,14.8863,15.1769,14.2501
35.0486,65,3.8746,3.8993,4.1740,4.3590,3.0766,2.8708,4.5915,4.0702,4.1930,3.3973
35.0486,65,3.8746,3.8993,4.1740,4.3590,3.0766,2.8708,4.5915,4.0702,4.1930,3.3973
35.0486,67,-1.2502,0.2362,-0.3622,-0.4391,-1.0394,-0.9551,0.3256,0.1814,-0.1868,-0.6229
35.0486,69,7.4173,8.5157,8.3987,8.5180,7.4316,6.9657,8.5337,8.1362,8.1889,8.1252
35.0486,69,7.4173,8.5157,8.3987,8.5180,7.4316,6.9657,8.5337,8.1362,8.1889,8.1252
35.0486,71,10.1197,11.4091,11.0173,11.2223,10.4511,9.9590,11.3516,11.2573,10.7884,10.9610
35.0486,71,10.1197,11.4091,11.0173,11.2223,10.4511,9.9590,11.3516,11.2573,10.7884,10.9610
35.0486,73,8.8406,10.0755,9.9845,8.9222,8.4160,8.7171,9.2583,9.6245,9.4719,9.7746
35.0486,73,8.8406,10.0755,9.9845,8.9222,8.4160,8.7171,9.2583,9.6245,9.4719,9.7746
35.0486,73,8.8406,10.0755,9.9845,8.9222,8.4160,8.7171,9.2583,9.6245,9.4719,9.7746
35.0486,75,-4.4307,-2.7837,-2.5872,-4.6748,-3.9829,-3.3093,-4.2071,-3.1613,-4.2238,-3.3840
35.0486,75,-4.4307,-2.7837,-2.5872,-4.6748,-3.9829,-3.3093,-4.2071,-3.1613,-4.2238,-3.3840
35.0486,75,-4.4307,-2.7837,-2.5872,-4.6748,-3.9829,-3.3093,-4.2071,-3.1613,-4.2238,-3.3840
35.0486,75,-4.4307,-2.7837,-2.5872,-4.6748,-3.9829,-3.3093,-4.2071,-3.1613,-4.2238,-3.3840
35.0486,77,-14.5521,-13.2991,-12.7271,-14.4299,-14.7954,-12.8175,-13.8451,-12.4639,-13.4785,-12.5041
35.0486,77,-14.5521,-13.2991,-12.7271,-14.4299,-14.7954,-12.8175,-13.8451,-12.4639,-13.4785,-12.5041
35.0486,77,-14.5521,-13.2991,-12.7271,-14.4299,-14.7954,-12.8175,-13.8451,-12.4639,-13.4785,-12.5041
35.0486,79,-12.8451,-10.2307,-12.3574,-11.7040,-12.4994,-11.9347,-12.2965,-11.0140,-11.9278,-10.1937
35.0486,79,-12.8451,-10.2307,-12.3574,-11.7040,-12.4994,-11.9347,-12.2965,-11.0140,-11.9278,-10.1937
35.0486,83,-6.1748,-5.4458,-6.3289,-6.4842,-6.7848,-6.3194,-7.5679,-7.6305,-7.4397,-5.3799
35.0486,85,-6.9175,-5.9628,-6.6689,-6.8914,-8.5754,-7.4386,-8.0164,-7.9213,-8.4449,-5.9986
35.0486,87,-5.6621,-5.1869,-5.4834,-6.4724,-7.1668,-5.9842,-6.3600,-6.4535,-7.3568,-4.8845
35.0486,89,-6.8489,-6.1330,-6.1886,-7.3693,-8.6767,-7.6051,-6.5837,-7.1109,-8.7524,-6.2267
35.0486,91,-7.9048,-6.9257,-7.0692,-7.5502,-9.0775,-7.5352,-6.4747,-6.8050,-7.9142,-6.4873
35.0486,93,-3.8379,-3.8852,-4.2954,-4.2754,-5.0729,-3.6843,-3.1735,-2.9303,-3.4075,-2.8250
35.0486,95,-3.5303,-4.7612,-6.4280,-5.9829,-5.3452,-3.3859,-2.9895,-2.7078,-5.1310,-2.8070
35.0486,97,-3.1413,-4.1887,-4.3624,-4.5336,-4.1072,-2.7492,-2.4048,-2.2284,-2.9140,-1.9119
35.0486,99,-6.0504,-6.1815,-6.0625,-6.0772,-6.2423,-5.7313,-3.9548,-4.8462,-6.2803,-5.4321
